Leitura,Data,Hora,Temperatura(C),Umidade(%)
551,2025-10-05,14:37:12,31.60,33.60
552,2025-10-05,14:37:32,31.70,33.60
553,2025-10-05,14:37:52,31.70,33.80
554,2025-10-05,14:38:12,31.70,33.90
555,2025-10-05,14:38:32,31.70,33.80
556,2025-10-05,14:38:52,31.60,34.50
557,2025-10-05,14:39:12,31.60,34.50
558,2025-10-05,14:39:32,31.60,34.70
559,2025-10-05,14:39:52,31.50,34.50
560,2025-10-05,14:40:12,31.50,34.50
561,2025-10-05,14:40:32,31.40,34.70
562,2025-10-05,14:40:52,31.40,34.60
563,2025-10-05,14:41:12,31.30,34.50
564,2025-10-05,14:41:32,31.30,34.50
565,2025-10-05,14:41:52,31.40,35.40
566,2025-10-05,14:42:12,31.40,36.10
567,2025-10-05,14:42:32,31.30,35.50
568,2025-10-05,14:42:52,31.40,35.60
569,2025-10-05,14:43:12,31.30,36.10
570,2025-10-05,14:43:32,31.30,35.10
571,2025-10-05,14:43:52,31.40,34.20
572,2025-10-05,14:44:12,31.40,33.80
573,2025-10-05,14:44:32,31.40,33.90
574,2025-10-05,14:44:52,31.40,33.90
575,2025-10-05,14:45:12,31.40,34.30
576,2025-10-05,14:45:32,31.40,34.40
577,2025-10-05,14:45:52,31.30,34.30
578,2025-10-05,14:46:12,31.30,34.60
579,2025-10-05,14:46:32,31.30,34.70
580,2025-10-05,14:46:52,31.30,34.70
581,2025-10-05,14:47:12,31.30,35.20
582,2025-10-05,14:47:32,31.30,35.60
583,2025-10-05,14:47:52,31.20,35.90
584,2025-10-05,14:48:12,31.20,36.60
585,2025-10-05,14:48:32,31.20,36.70
586,2025-10-05,14:48:52,31.20,34.50
587,2025-10-05,14:49:12,31.20,33.70
588,2025-10-05,14:49:32,31.20,33.70
589,2025-10-05,14:49:52,31.20,33.80
590,2025-10-05,14:50:12,31.40,34.20
591,2025-10-05,14:50:32,31.40,34.10
592,2025-10-05,14:50:52,31.50,33.90
593,2025-10-05,14:51:12,31.60,33.50
594,2025-10-05,14:51:32,31.70,33.40
595,2025-10-05,14:51:52,31.80,33.50
596,2025-10-05,14:52:12,31.80,33.90
597,2025-10-05,14:52:32,31.90,33.80
598,2025-10-05,14:52:52,31.90,33.80
599,2025-10-05,14:53:12,32.00,33.70
600,2025-10-05,14:53:32,32.00,34.10
601,2025-10-05,14:53:52,32.00,34.10
602,2025-10-05,14:54:12,31.90,33.40
603,2025-10-05,14:54:32,31.90,33.30
