Data;Hora (UTC);Temp. Ins. (C);Umi. Ins. (%)
16/03/2025;1600;29,7;68,3
16/03/2025;1700;29,8;65,4
16/03/2025;1800;31,5;62,1
16/03/2025;1900;29,8;62,6
16/03/2025;2000;26,4;70,2
16/03/2025;2100;22,0;80,4
16/03/2025;2200;21,2;88,0
16/03/2025;2300;20,9;92,6
17/03/2025;0000;20,8;95,6
17/03/2025;0100;20,9;97,4
17/03/2025;0200;20,5;98,5
17/03/2025;0300;20,2;99,0
17/03/2025;0400;19,8;99,3
17/03/2025;0500;19,4;99,5
17/03/2025;0600;19,2;99,7
17/03/2025;0700;18,9;99,8
17/03/2025;0800;18,7;99,8
17/03/2025;0900;18,6;99,8
17/03/2025;1000;18,7;99,6
17/03/2025;1100;20,7;98,1
17/03/2025;1200;22,4;97,2
17/03/2025;1300;24,3;95,4
17/03/2025;1400;25,7;93,0
17/03/2025;1500;27,1;90,2
17/03/2025;1600;28,6;85,7
17/03/2025;1700;29,0;78,4
17/03/2025;1800;28,9;72,2
17/03/2025;1900;28,6;70,7
17/03/2025;2000;27,1;74,9
17/03/2025;2100;24,4;80,7
17/03/2025;2200;23,2;84,8
17/03/2025;2300;22,9;87,9
18/03/2025;0000;22,3;90,0
18/03/2025;0100;22,0;91,0
18/03/2025;0200;22,3;91,5
18/03/2025;0300;22,0;91,9
18/03/2025;0400;21,4;92,6
18/03/2025;0500;20,7;93,3
18/03/2025;0600;20,4;94,0
18/03/2025;0700;20,0;94,6
18/03/2025;0800;19,7;95,1
18/03/2025;0900;19,4;95,6
18/03/2025;1000;20,0;95,9
18/03/2025;1100;21,8;95,1
18/03/2025;1200;23,5;94,0
18/03/2025;1300;25,7;91,9
18/03/2025;1400;26,9;88,5
18/03/2025;1500;28,1;82,7
18/03/2025;1600;28,9;75,7
18/03/2025;1700;29,1;69,3
18/03/2025;1800;29,5;66,7
18/03/2025;1900;28,9;65,7
18/03/2025;2000;29,4;71,0
18/03/2025;2100;27,3;69,5
18/03/2025;2200;23,7;76,7
18/03/2025;2300;23,1;80,9
19/03/2025;0000;22,2;83,1
19/03/2025;0100;21,0;86,2
19/03/2025;0200;20,2;89,5
19/03/2025;0300;20,0;92,1
19/03/2025;0400;19,9;93,9
19/03/2025;0500;19,8;95,1
19/03/2025;0600;19,7;96,0
19/03/2025;0700;19,7;96,7
19/03/2025;0800;19,6;97,3
19/03/2025;0900;19,5;97,7
19/03/2025;1000;19,5;98,0
19/03/2025;1100;19,9;98,2
19/03/2025;1200;20,6;98,1
19/03/2025;1300;21,8;96,9
19/03/2025;1400;23,4;94,6
19/03/2025;1500;23,5;92,6
19/03/2025;1600;24,8;89,6
19/03/2025;1700;25,8;86,0
19/03/2025;1800;26,8;80,0
19/03/2025;1900;27,2;73,5
19/03/2025;2000;;
19/03/2025;2100;;
19/03/2025;2200;;
19/03/2025;2300;;
20/03/2025;0000;;
20/03/2025;0100;;
20/03/2025;0200;;
20/03/2025;0300;;
20/03/2025;0400;;
20/03/2025;0500;;
20/03/2025;0600;;
20/03/2025;0700;;
20/03/2025;0800;;
20/03/2025;0900;;
20/03/2025;1000;;
20/03/2025;1100;;
20/03/2025;1200;21,1;91,5
20/03/2025;1300;23,1;87,1
20/03/2025;1400;24,6;78,5
20/03/2025;1500;25,7;70,4
20/03/2025;1600;26,8;64,8
20/03/2025;1700;27,7;59,9
20/03/2025;1800;28,6;55,5
20/03/2025;1900;28,5;53,5
20/03/2025;2000;28,5;53,1
20/03/2025;2100;27,0;54,5
20/03/2025;2200;23,8;61,8
20/03/2025;2300;22,4;68,3
21/03/2025;0000;22,0;71,5
21/03/2025;0100;20,8;75,8
21/03/2025;0200;19,6;79,8
21/03/2025;0300;18,5;82,9
21/03/2025;0400;17,9;85,2
21/03/2025;0500;17,4;87,0
21/03/2025;0600;17,1;88,4
21/03/2025;0700;16,6;89,7
21/03/2025;0800;16,5;90,8
21/03/2025;0900;16,1;91,7
21/03/2025;1000;16,2;92,3
21/03/2025;1100;18,3;91,7
21/03/2025;1200;20,9;90,8
21/03/2025;1300;23,3;87,9
21/03/2025;1400;25,5;82,4
21/03/2025;1500;26,9;73,7
21/03/2025;1600;28,4;65,1
21/03/2025;1700;30,2;56,2
21/03/2025;1800;31,0;46,3
21/03/2025;1900;31,6;41,2
21/03/2025;2000;30,8;41,8
21/03/2025;2100;28,9;47,7
21/03/2025;2200;25,7;55,6
21/03/2025;2300;24,9;57,6
22/03/2025;0000;24,2;60,9
22/03/2025;0100;22,5;70,6
22/03/2025;0200;21,2;78,8
22/03/2025;0300;20,1;83,6
22/03/2025;0400;19,2;86,6
22/03/2025;0500;18,7;88,8
22/03/2025;0600;18,6;90,3
22/03/2025;0700;18,3;91,4
22/03/2025;0800;17,9;92,3
22/03/2025;0900;17,4;93,0
22/03/2025;1000;17,8;93,2
22/03/2025;1100;22,2;91,8
22/03/2025;1200;23,6;90,1
22/03/2025;1300;25,2;86,1
22/03/2025;1400;26,8;78,5
22/03/2025;1500;28,6;69,8
22/03/2025;1600;29,4;62,9
22/03/2025;1700;29,5;61,0
22/03/2025;1800;30,2;57,5
22/03/2025;1900;31,2;52,1
22/03/2025;2000;31,7;47,7
22/03/2025;2100;31,0;46,8
22/03/2025;2200;25,9;59,3
22/03/2025;2300;22,8;71,7
23/03/2025;0000;21,7;77,4
23/03/2025;0100;21,4;80,3
23/03/2025;0200;21,4;81,8
23/03/2025;0300;21,4;82,6
23/03/2025;0400;20,6;83,3
23/03/2025;0500;20,4;85,0
23/03/2025;0600;20,1;86,2
23/03/2025;0700;20,7;87,5
23/03/2025;0800;21,8;87,0
23/03/2025;0900;21,9;86,7
23/03/2025;1000;22,0;87,3
23/03/2025;1100;22,2;87,9
23/03/2025;1200;22,5;88,6
23/03/2025;1300;23,5;89,0
23/03/2025;1400;24,9;87,6
23/03/2025;1500;26,5;83,1
23/03/2025;1600;28,3;77,3
23/03/2025;1700;28,0;72,1
23/03/2025;1800;27,0;71,1
23/03/2025;1900;22,0;79,0
23/03/2025;2000;20,8;85,9
23/03/2025;2100;20,7;89,9
23/03/2025;2200;20,2;92,3
23/03/2025;2300;19,7;94,0
24/03/2025;0000;19,4;95,2
24/03/2025;0100;19,0;96,3
24/03/2025;0200;18,8;97,2
24/03/2025;0300;18,6;97,9
24/03/2025;0400;18,5;98,6
24/03/2025;0500;18,4;99,1
24/03/2025;0600;18,7;99,5
24/03/2025;0700;18,8;99,8
24/03/2025;0800;18,7;100,0
24/03/2025;0900;18,2;100,0
24/03/2025;1000;18,6;100,0
24/03/2025;1100;19,6;99,8
24/03/2025;1200;21,6;99,2
24/03/2025;1300;23,1;98,6
24/03/2025;1400;24,6;96,7
24/03/2025;1500;25,7;93,4
24/03/2025;1600;27,2;89,8
24/03/2025;1700;27,8;85,6
24/03/2025;1800;27,7;80,5
24/03/2025;1900;28,4;75,8
24/03/2025;2000;28,5;73,0
24/03/2025;2100;27,4;74,2
24/03/2025;2200;25,2;77,9
24/03/2025;2300;23,6;82,8
25/03/2025;0000;22,5;86,0
25/03/2025;0100;21,8;88,3
25/03/2025;0200;21,5;90,1
25/03/2025;0300;21,4;91,5
25/03/2025;0400;21,6;92,5
25/03/2025;0500;20,9;93,3
25/03/2025;0600;;
25/03/2025;0700;;
25/03/2025;0800;20,4;95,5
25/03/2025;0900;20,3;96,1
25/03/2025;1000;20,2;96,0
25/03/2025;1100;23,3;94,7
25/03/2025;1200;24,7;93,4
25/03/2025;1300;26,0;91,3
25/03/2025;1400;27,1;87,7
25/03/2025;1500;27,8;82,2
25/03/2025;1600;28,9;75,0
25/03/2025;1700;30,1;66,1
25/03/2025;1800;30,4;60,6
25/03/2025;1900;31,1;58,3
25/03/2025;2000;31,0;56,1
25/03/2025;2100;29,6;59,7
25/03/2025;2200;26,4;69,3
25/03/2025;2300;24,5;74,7
26/03/2025;0000;23,9;79,2
26/03/2025;0100;23,8;81,8
26/03/2025;0200;23,0;84,1
26/03/2025;0300;22,3;86,1
26/03/2025;0400;21,5;87,8
26/03/2025;0500;20,8;89,2
26/03/2025;0600;20,2;90,4
26/03/2025;0700;20,0;91,4
26/03/2025;0800;19,8;92,1
26/03/2025;0900;19,7;92,8
26/03/2025;1000;19,8;93,3
26/03/2025;1100;20,9;93,4
26/03/2025;1200;20,6;93,6
26/03/2025;1300;21,7;93,3
26/03/2025;1400;22,8;92,0
26/03/2025;1500;24,9;89,0
26/03/2025;1600;26,5;84,2
26/03/2025;1700;26,4;79,3
26/03/2025;1800;25,7;78,5
26/03/2025;1900;25,4;79,1
26/03/2025;2000;25,8;78,0
26/03/2025;2100;25,3;76,9
26/03/2025;2200;23,4;80,7
26/03/2025;2300;22,3;84,8
27/03/2025;0000;21,4;87,4
27/03/2025;0100;21,1;88,5
27/03/2025;0200;20,9;89,4
27/03/2025;0300;20,6;90,4
27/03/2025;0400;20,2;91,4
27/03/2025;0500;19,7;92,3
27/03/2025;0600;19,3;93,0
27/03/2025;0700;18,7;93,7
27/03/2025;0800;18,8;94,3
27/03/2025;0900;18,9;95,0
27/03/2025;1000;18,6;95,5
27/03/2025;1100;19,9;94,9
27/03/2025;1200;22,3;93,9
27/03/2025;1300;24,1;92,2
27/03/2025;1400;25,5;88,8
27/03/2025;1500;27,1;82,7
27/03/2025;1600;28,4;74,1
27/03/2025;1700;28,8;67,5
27/03/2025;1800;29,9;62,8
27/03/2025;1900;30,7;56,1
27/03/2025;2000;30,8;54,3
27/03/2025;2100;29,5;56,4
27/03/2025;2200;25,4;66,4
27/03/2025;2300;23,6;74,2
28/03/2025;0000;23,3;77,5
28/03/2025;0100;23,1;79,8
28/03/2025;0200;22,0;82,2
28/03/2025;0300;21,7;84,8
28/03/2025;0400;21,6;87,1
28/03/2025;0500;21,2;88,9
28/03/2025;0600;20,8;90,2
28/03/2025;0700;20,5;91,3
28/03/2025;0800;20,3;92,2
28/03/2025;0900;20,2;92,8
28/03/2025;1000;20,2;93,1
28/03/2025;1100;23,0;91,9
28/03/2025;1200;25,2;88,9
28/03/2025;1300;25,4;84,0
28/03/2025;1400;26,3;78,0
28/03/2025;1500;27,6;72,6
28/03/2025;1600;28,8;67,6
28/03/2025;1700;30,2;62,1
28/03/2025;1800;30,2;58,3
28/03/2025;1900;29,9;59,1
28/03/2025;2000;30,6;56,7
28/03/2025;2100;27,9;62,3
28/03/2025;2200;25,8;67,0
28/03/2025;2300;25,4;68,1
29/03/2025;0000;25,0;70,9
29/03/2025;0100;23,7;75,3
29/03/2025;0200;22,5;79,2
29/03/2025;0300;21,6;81,8
29/03/2025;0400;21,3;83,1
29/03/2025;0500;20,8;84,1
29/03/2025;0600;20,5;85,5
29/03/2025;0700;20,5;86,3
29/03/2025;0800;20,2;87,1
29/03/2025;0900;19,5;88,2
29/03/2025;1000;19,3;89,3
29/03/2025;1100;23,0;88,2
29/03/2025;1200;24,2;85,5
29/03/2025;1300;26,2;81,1
29/03/2025;1400;27,9;75,0
29/03/2025;1500;29,2;68,0
29/03/2025;1600;30,4;62,3
29/03/2025;1700;31,5;56,1
29/03/2025;1800;29,1;61,1
29/03/2025;1900;26,1;66,3
29/03/2025;2000;25,7;69,1
29/03/2025;2100;25,3;71,2
29/03/2025;2200;24,4;74,3
29/03/2025;2300;23,4;79,0
30/03/2025;0000;22,6;82,2
30/03/2025;0100;21,6;84,7
30/03/2025;0200;21,2;87,1
30/03/2025;0300;20,9;89,1
30/03/2025;0400;21,1;90,6
30/03/2025;0500;20,9;91,6
30/03/2025;0600;20,5;92,6
30/03/2025;0700;20,2;93,4
30/03/2025;0800;20,1;94,2
30/03/2025;0900;19,9;94,8
30/03/2025;1000;20,1;95,2
30/03/2025;1100;22,3;94,0
30/03/2025;1200;23,8;92,8
30/03/2025;1300;25,7;89,9
30/03/2025;1400;27,4;84,3
30/03/2025;1500;28,8;75,6
30/03/2025;1600;29,9;66,3
30/03/2025;1700;29,6;61,6
30/03/2025;1800;29,5;60,4
30/03/2025;1900;27,6;64,8
30/03/2025;2000;25,7;66,7
30/03/2025;2100;24,3;72,2
30/03/2025;2200;23,4;75,7
30/03/2025;2300;23,0;80,0
31/03/2025;0000;22,6;82,6
31/03/2025;0100;21,8;84,7
31/03/2025;0200;21,2;86,9
31/03/2025;0300;21,0;89,1
31/03/2025;0400;21,1;90,7
31/03/2025;0500;20,6;91,9
31/03/2025;0600;20,4;92,8
31/03/2025;0700;20,6;93,6
31/03/2025;0800;20,6;94,2
31/03/2025;0900;20,5;94,8
31/03/2025;1000;20,6;95,2
31/03/2025;1100;21,1;95,5
31/03/2025;1200;21,4;95,8
31/03/2025;1300;22,5;95,6
31/03/2025;1400;23,4;94,5
31/03/2025;1500;23,9;92,2
31/03/2025;1600;24,3;90,1
31/03/2025;1700;24,9;88,6
31/03/2025;1800;24,9;87,3
31/03/2025;1900;24,0;86,4
31/03/2025;2000;23,9;86,0
31/03/2025;2100;23,8;85,4
31/03/2025;2200;22,7;87,5
31/03/2025;2300;21,5;90,2
01/04/2025;0000;20,8;92,1
01/04/2025;0100;20,4;93,3
01/04/2025;0200;20,3;94,2
01/04/2025;0300;20,4;94,9
01/04/2025;0400;20,5;95,5
01/04/2025;0500;20,3;95,9
01/04/2025;0600;19,8;96,4
01/04/2025;0700;19,4;96,8
01/04/2025;0800;19,4;97,2
01/04/2025;0900;19,8;97,7
01/04/2025;1000;19,8;98,1
01/04/2025;1100;20,3;98,2
01/04/2025;1200;22,9;97,0
01/04/2025;1300;25,3;95,9
01/04/2025;1400;26,3;93,1
01/04/2025;1500;27,0;89,1
01/04/2025;1600;28,3;83,5
01/04/2025;1700;29,1;74,5
01/04/2025;1800;29,7;66,7
01/04/2025;1900;29,7;61,6
01/04/2025;2000;29,8;59,2
01/04/2025;2100;29,1;59,2
01/04/2025;2200;26,3;66,8
01/04/2025;2300;25,3;72,3
02/04/2025;0000;24,6;73,9
02/04/2025;0100;24,4;76,5
02/04/2025;0200;23,8;77,6
02/04/2025;0300;22,4;81,6
02/04/2025;0400;22,0;85,8
02/04/2025;0500;21,6;88,7
02/04/2025;0600;21,3;90,7
02/04/2025;0700;20,7;92,1
02/04/2025;0800;20,5;93,3
02/04/2025;0900;19,9;94,1
02/04/2025;1000;20,3;94,7
02/04/2025;1100;22,9;93,7
02/04/2025;1200;25,0;92,2
02/04/2025;1300;26,4;88,7
02/04/2025;1400;28,3;81,0
02/04/2025;1500;29,5;71,9
02/04/2025;1600;31,0;63,7
02/04/2025;1700;31,1;58,8
02/04/2025;1800;32,3;54,4
02/04/2025;1900;32,2;52,7
02/04/2025;2000;30,3;56,7
02/04/2025;2100;26,3;67,8
02/04/2025;2200;24,9;73,3
02/04/2025;2300;23,8;78,1
03/04/2025;0000;23,0;80,9
03/04/2025;0100;22,0;82,7
03/04/2025;0200;21,2;85,4
03/04/2025;0300;20,8;87,9
03/04/2025;0400;20,6;89,8
03/04/2025;0500;20,6;91,3
03/04/2025;0600;20,7;92,2
03/04/2025;0700;20,3;93,1
03/04/2025;0800;20,6;93,8
03/04/2025;0900;20,5;94,3
03/04/2025;1000;21,0;94,8
03/04/2025;1100;21,8;95,1
03/04/2025;1200;22,3;95,3
03/04/2025;1300;23,3;94,5
03/04/2025;1400;24,5;92,3
03/04/2025;1500;25,6;88,9
03/04/2025;1600;27,6;83,6
03/04/2025;1700;28,1;75,9
03/04/2025;1800;29,0;68,5
03/04/2025;1900;29,5;64,6
03/04/2025;2000;29,3;64,1
03/04/2025;2100;27,7;67,3
03/04/2025;2200;25,4;74,9
03/04/2025;2300;24,2;80,0
04/04/2025;0000;22,7;81,7
04/04/2025;0100;21,8;84,4
04/04/2025;0200;20,9;86,8
04/04/2025;0300;20,2;88,6
04/04/2025;0400;20,2;90,0
04/04/2025;0500;20,4;90,8
04/04/2025;0600;20,0;91,4
04/04/2025;0700;20,0;92,0
04/04/2025;0800;20,0;92,4
04/04/2025;0900;19,7;92,9
04/04/2025;1000;19,6;93,4
04/04/2025;1100;21,3;93,6
04/04/2025;1200;23,0;91,9
04/04/2025;1300;24,5;88,2
04/04/2025;1400;26,5;83,1
04/04/2025;1500;28,4;75,4
04/04/2025;1600;29,5;66,6
04/04/2025;1700;30,0;62,1
04/04/2025;1800;30,1;59,8
04/04/2025;1900;27,8;63,1
04/04/2025;2000;24,6;79,9
04/04/2025;2100;24,3;84,6
04/04/2025;2200;23,2;85,8
04/04/2025;2300;22,8;87,0
05/04/2025;0000;22,2;87,9
05/04/2025;0100;21,6;88,4
05/04/2025;0200;21,4;89,1
05/04/2025;0300;21,4;89,4
05/04/2025;0400;21,2;89,4
05/04/2025;0500;20,6;89,0
05/04/2025;0600;20,2;88,2
05/04/2025;0700;20,0;87,0
05/04/2025;0800;19,7;86,3
05/04/2025;0900;19,4;86,2
05/04/2025;1000;19,0;86,7
05/04/2025;1100;19,8;85,7
05/04/2025;1200;20,7;83,2
05/04/2025;1300;21,4;80,6
05/04/2025;1400;22,4;76,8
05/04/2025;1500;24,1;71,0
05/04/2025;1600;23,8;67,6
05/04/2025;1700;23,6;67,6
05/04/2025;1800;22,7;69,4
05/04/2025;1900;22,1;70,2
05/04/2025;2000;21,7;72,2
05/04/2025;2100;20,3;75,0
05/04/2025;2200;19,7;76,7
05/04/2025;2300;18,9;78,8
06/04/2025;0000;18,3;80,4
06/04/2025;0100;18,1;81,6
06/04/2025;0200;17,8;82,9
06/04/2025;0300;17,1;84,6
06/04/2025;0400;17,1;85,7
06/04/2025;0500;16,8;85,9
06/04/2025;0600;16,4;86,5
06/04/2025;0700;16,3;87,6
06/04/2025;0800;16,1;88,4
06/04/2025;0900;15,8;89,0
06/04/2025;1000;16,0;89,3
06/04/2025;1100;17,9;88,0
06/04/2025;1200;19,8;84,8
06/04/2025;1300;21,1;79,7
06/04/2025;1400;21,7;74,6
06/04/2025;1500;24,1;70,0
06/04/2025;1600;25,2;64,8
06/04/2025;1700;26,0;62,1
06/04/2025;1800;26,2;60,6
06/04/2025;1900;26,1;60,3
06/04/2025;2000;25,3;61,8
06/04/2025;2100;23,1;65,1
06/04/2025;2200;20,9;71,4
06/04/2025;2300;19,7;75,5
07/04/2025;0000;19,2;78,4
07/04/2025;0100;18,7;80,4
07/04/2025;0200;18,5;82,2
07/04/2025;0300;18,5;83,5
07/04/2025;0400;17,8;84,6
07/04/2025;0500;17,3;86,0
07/04/2025;0600;16,9;87,4
07/04/2025;0700;16,4;88,6
07/04/2025;0800;15,9;89,7
07/04/2025;0900;15,6;90,6
07/04/2025;1000;15,7;91,0
07/04/2025;1100;18,4;90,2
07/04/2025;1200;20,6;88,2
07/04/2025;1300;22,4;83,3
07/04/2025;1400;23,6;76,1
07/04/2025;1500;25,0;69,0
07/04/2025;1600;26,1;63,8
07/04/2025;1700;26,9;59,6
07/04/2025;1800;27,1;57,7
07/04/2025;1900;26,3;58,5
07/04/2025;2000;26,0;61,8
07/04/2025;2100;24,5;63,4
07/04/2025;2200;22,3;68,2
07/04/2025;2300;21,4;70,9
08/04/2025;0000;20,1;74,0
08/04/2025;0100;19,1;77,5
08/04/2025;0200;18,9;80,4
08/04/2025;0300;17,8;82,6
08/04/2025;0400;17,6;84,8
08/04/2025;0500;17,4;86,4
08/04/2025;0600;17,1;87,5
08/04/2025;0700;16,8;88,5
08/04/2025;0800;16,2;89,6
08/04/2025;0900;15,7;90,6
08/04/2025;1000;15,7;91,3
08/04/2025;1100;19,4;90,2
08/04/2025;1200;21,3;88,8
08/04/2025;1300;22,9;82,6
08/04/2025;1400;24,8;72,3
08/04/2025;1500;26,6;63,2
08/04/2025;1600;27,7;57,3
08/04/2025;1700;29,0;52,4
08/04/2025;1800;29,6;49,3
08/04/2025;1900;29,7;48,8
08/04/2025;2000;28,9;49,8
08/04/2025;2100;26,8;55,6
08/04/2025;2200;23,7;63,4
08/04/2025;2300;21,7;70,5
09/04/2025;0000;21,2;75,0
09/04/2025;0100;20,7;77,6
09/04/2025;0200;20,2;79,8
09/04/2025;0300;19,9;81,6
09/04/2025;0400;19,6;83,4
09/04/2025;0500;19,2;85,0
09/04/2025;0600;18,9;86,6
09/04/2025;0700;19,0;87,9
09/04/2025;0800;18,8;88,4
09/04/2025;0900;19,1;88,9
09/04/2025;1000;19,2;89,6
09/04/2025;1100;20,9;89,0
09/04/2025;1200;23,2;83,8
09/04/2025;1300;25,1;77,4
09/04/2025;1400;27,3;69,3
09/04/2025;1500;28,0;63,8
09/04/2025;1600;29,4;60,9
09/04/2025;1700;29,7;57,2
09/04/2025;1800;30,2;57,6
09/04/2025;1900;31,0;54,8
09/04/2025;2000;29,6;55,4
09/04/2025;2100;24,8;67,2
09/04/2025;2200;23,0;76,2
09/04/2025;2300;22,9;80,1
10/04/2025;0000;22,2;82,6
10/04/2025;0100;20,9;85,5
10/04/2025;0200;20,0;88,2
10/04/2025;0300;20,1;90,3
10/04/2025;0400;20,1;92,0
10/04/2025;0500;19,7;93,4
10/04/2025;0600;19,5;94,6
10/04/2025;0700;19,5;95,6
10/04/2025;0800;19,3;96,3
10/04/2025;0900;19,3;96,9
10/04/2025;1000;19,7;97,3
10/04/2025;1100;21,0;96,8
10/04/2025;1200;23,0;95,6
10/04/2025;1300;24,0;94,6
10/04/2025;1400;25,9;92,0
10/04/2025;1500;27,6;87,2
10/04/2025;1600;28,4;79,6
10/04/2025;1700;29,4;69,9
10/04/2025;1800;27,6;67,6
10/04/2025;1900;28,0;69,1
10/04/2025;2000;21,1;80,0
10/04/2025;2100;21,0;90,9
10/04/2025;2200;20,0;94,6
10/04/2025;2300;19,4;96,4
11/04/2025;0000;19,2;97,5
11/04/2025;0100;19,3;98,1
11/04/2025;0200;19,3;98,3
11/04/2025;0300;19,2;98,3
11/04/2025;0400;18,8;98,2
11/04/2025;0500;18,5;98,1
11/04/2025;0600;18,2;98,2
11/04/2025;0700;18,0;98,4
11/04/2025;0800;17,5;98,6
11/04/2025;0900;17,4;98,8
11/04/2025;1000;17,0;98,9
11/04/2025;1100;18,6;98,2
11/04/2025;1200;20,1;97,6
11/04/2025;1300;21,1;96,9
11/04/2025;1400;23,0;95,3
11/04/2025;1500;25,0;92,3
11/04/2025;1600;26,3;87,8
11/04/2025;1700;27,3;79,4
11/04/2025;1800;28,0;67,4
11/04/2025;1900;27,7;61,2
11/04/2025;2000;27,6;60,4
11/04/2025;2100;26,2;63,1
11/04/2025;2200;23,0;71,4
11/04/2025;2300;22,4;75,5
12/04/2025;0000;21,9;77,8
12/04/2025;0100;21,2;79,7
12/04/2025;0200;20,1;82,8
12/04/2025;0300;19,3;85,4
12/04/2025;0400;18,8;87,3
12/04/2025;0500;18,3;88,9
12/04/2025;0600;17,7;90,2
12/04/2025;0700;17,7;91,3
12/04/2025;0800;17,2;92,2
12/04/2025;0900;16,8;93,1
12/04/2025;1000;16,8;93,6
12/04/2025;1100;18,6;93,0
12/04/2025;1200;20,4;92,5
12/04/2025;1300;21,9;91,1
12/04/2025;1400;23,8;87,8
12/04/2025;1500;25,2;81,9
12/04/2025;1600;26,4;74,2
12/04/2025;1700;27,3;66,4
12/04/2025;1800;28,6;61,7
12/04/2025;1900;28,7;57,0
12/04/2025;2000;28,2;54,8
12/04/2025;2100;26,2;57,7
12/04/2025;2200;22,1;69,5
12/04/2025;2300;21,6;75,1
13/04/2025;0000;20,5;77,9
13/04/2025;0100;20,8;79,2
13/04/2025;0200;20,6;79,3
13/04/2025;0300;19,9;82,3
13/04/2025;0400;19,7;85,4
13/04/2025;0500;19,0;87,8
13/04/2025;0600;18,9;89,6
13/04/2025;0700;18,7;91,0
13/04/2025;0800;18,2;92,2
13/04/2025;0900;18,0;93,1
13/04/2025;1000;17,8;93,8
13/04/2025;1100;19,2;94,3
13/04/2025;1200;21,3;93,3
13/04/2025;1300;23,0;90,5
13/04/2025;1400;25,1;84,2
13/04/2025;1500;25,4;77,1
13/04/2025;1600;25,9;72,9
13/04/2025;1700;26,2;70,1
13/04/2025;1800;26,2;68,9
13/04/2025;1900;26,1;69,6
13/04/2025;2000;25,7;69,5
13/04/2025;2100;24,7;72,1
13/04/2025;2200;23,7;75,9
13/04/2025;2300;21,6;80,9
14/04/2025;0000;20,9;85,4
14/04/2025;0100;20,5;88,3
14/04/2025;0200;20,4;90,2
14/04/2025;0300;20,4;91,4
14/04/2025;0400;20,1;92,1
14/04/2025;0500;19,7;92,6
14/04/2025;0600;19,1;93,1
14/04/2025;0700;18,3;93,7
14/04/2025;0800;18,3;94,3
14/04/2025;0900;19,1;95,0
14/04/2025;1000;19,6;95,5
14/04/2025;1100;20,3;95,6
14/04/2025;1200;20,9;95,8
14/04/2025;1300;21,7;95,4
14/04/2025;1400;22,8;94,0
14/04/2025;1500;24,1;91,5
14/04/2025;1600;25,5;87,8
14/04/2025;1700;26,2;82,3
14/04/2025;1800;26,8;75,9
14/04/2025;1900;26,9;71,3
14/04/2025;2000;26,5;68,8
14/04/2025;2100;24,9;70,2
14/04/2025;2200;23,0;74,9
14/04/2025;2300;22,1;78,4
15/04/2025;0000;21,1;80,9
15/04/2025;0100;19,9;82,9
15/04/2025;0200;18,9;85,1
15/04/2025;0300;18,1;87,1
15/04/2025;0400;17,6;88,8
15/04/2025;0500;17,5;90,2
15/04/2025;0600;17,1;91,2
15/04/2025;0700;16,7;91,9
15/04/2025;0800;16,3;92,6
15/04/2025;0900;16,2;93,2
15/04/2025;1000;16,0;93,7
15/04/2025;1100;17,7;93,2
15/04/2025;1200;19,8;92,3
15/04/2025;1300;22,1;90,3
15/04/2025;1400;24,2;86,1
15/04/2025;1500;25,9;78,9
15/04/2025;1600;26,7;71,9
15/04/2025;1700;27,3;67,7
15/04/2025;1800;28,2;65,0
15/04/2025;1900;27,9;64,0
15/04/2025;2000;26,6;66,0
15/04/2025;2100;25,3;70,2
15/04/2025;2200;24,3;73,6
15/04/2025;2300;23,5;75,1
16/04/2025;0000;22,9;77,5
16/04/2025;0100;21,2;81,6
16/04/2025;0200;20,0;86,2
16/04/2025;0300;19,4;89,7
16/04/2025;0400;18,9;91,9
16/04/2025;0500;18,7;93,5
16/04/2025;0600;18,5;94,7
16/04/2025;0700;18,4;95,6
16/04/2025;0800;18,7;96,4
16/04/2025;0900;18,7;97,1
16/04/2025;1000;18,9;97,6
16/04/2025;1100;19,1;98,0
16/04/2025;1200;19,6;97,9
16/04/2025;1300;20,7;97,2
16/04/2025;1400;21,4;96,3
16/04/2025;1500;22,1;94,8
16/04/2025;1600;23,7;92,1
16/04/2025;1700;24,5;88,5
16/04/2025;1800;25,1;83,6
16/04/2025;1900;25,5;78,1
16/04/2025;2000;25,8;74,0
16/04/2025;2100;24,1;74,8
16/04/2025;2200;21,6;80,4
16/04/2025;2300;20,5;85,0
17/04/2025;0000;20,0;87,8
17/04/2025;0100;20,0;89,5
17/04/2025;0200;19,4;90,5
17/04/2025;0300;18,6;91,4
17/04/2025;0400;18,5;92,4
17/04/2025;0500;;
17/04/2025;0600;17,9;94,1
17/04/2025;0700;18,0;94,9
17/04/2025;0800;18,0;95,5
17/04/2025;0900;17,6;96,1
17/04/2025;1000;16,6;96,4
17/04/2025;1100;18,9;96,0
17/04/2025;1200;20,9;95,3
17/04/2025;1300;22,7;93,4
17/04/2025;1400;24,7;90,3
17/04/2025;1500;26,1;85,4
17/04/2025;1600;27,2;76,7
17/04/2025;1700;28,1;65,8
17/04/2025;1800;28,3;61,5
17/04/2025;1900;28,5;60,8
17/04/2025;2000;27,4;61,9
17/04/2025;2100;25,8;67,0
17/04/2025;2200;24,6;73,2
17/04/2025;2300;23,3;78,2
18/04/2025;0000;22,7;82,3
18/04/2025;0100;22,3;85,6
18/04/2025;0200;21,8;87,7
18/04/2025;0300;21,2;88,5
18/04/2025;0400;20,2;89,3
18/04/2025;0500;20,0;90,2
