Leitura;Data;Hora;Temperatura(C);Umidade(%)
367;03/10/2025;20:33:30;21.9;70.8
368;03/10/2025;20:33:50;21.9;70.8
369;03/10/2025;20:34:10;21.9;70.9
370;03/10/2025;20:34:30;21.9;70.9
371;03/10/2025;20:34:50;21.9;70.9
372;03/10/2025;20:35:10;21.9;70.9
373;03/10/2025;20:35:30;21.9;70.8
374;03/10/2025;20:35:50;21.9;70.8
375;03/10/2025;20:36:10;21.9;70.8
376;03/10/2025;20:36:30;21.9;70.9
377;03/10/2025;20:36:50;21.8;70.9
378;03/10/2025;20:37:10;21.8;70.9
379;03/10/2025;20:37:30;21.8;70.9
380;03/10/2025;20:37:50;21.9;70.9
381;03/10/2025;20:38:10;21.8;70.9
382;03/10/2025;20:38:30;21.8;70.9
383;03/10/2025;20:38:49;21.9;70.9
384;03/10/2025;20:39:09;21.9;70.8
385;03/10/2025;20:39:29;21.9;70.7
386;03/10/2025;20:39:49;21.9;70.7
387;03/10/2025;20:40:09;21.9;70.7
388;03/10/2025;20:40:29;21.9;70.7
389;03/10/2025;20:40:49;21.9;70.7
390;03/10/2025;20:41:09;21.9;70.7
391;03/10/2025;20:41:29;21.8;70.7
392;03/10/2025;20:41:49;21.8;70.8
393;03/10/2025;20:42:09;21.8;71.1
394;03/10/2025;20:42:29;21.7;71.2
395;03/10/2025;20:42:49;21.7;71.1
396;03/10/2025;20:43:09;21.7;71.2
397;03/10/2025;20:43:29;21.7;71.2
398;03/10/2025;20:43:49;21.8;71.2
399;03/10/2025;20:44:09;21.8;71.2
400;03/10/2025;20:44:29;21.8;71.2
401;03/10/2025;20:44:49;21.8;71.2
402;03/10/2025;20:45:09;21.8;71.1
403;03/10/2025;20:45:29;21.8;71.1
404;03/10/2025;20:45:49;21.8;71.1
405;03/10/2025;20:46:09;21.8;71.1
406;03/10/2025;20:46:29;21.7;71.1
407;03/10/2025;20:46:49;21.8;71.2
408;03/10/2025;20:47:09;21.7;71.2
409;03/10/2025;20:47:29;21.8;71.1
410;03/10/2025;20:47:49;21.8;71.2
411;03/10/2025;20:48:09;21.8;71.1
412;03/10/2025;20:48:29;21.8;71.2
413;03/10/2025;20:48:49;21.7;71.1
414;03/10/2025;20:49:09;21.7;71.2
415;03/10/2025;20:49:29;21.7;71.2
416;03/10/2025;20:49:49;21.7;71.2
417;03/10/2025;20:50:09;21.7;71.3
418;03/10/2025;20:50:29;21.7;71.2
419;03/10/2025;20:50:49;21.8;71.1
420;03/10/2025;20:51:09;21.8;71.1
421;03/10/2025;20:51:29;21.8;71
422;03/10/2025;20:51:49;21.8;70.9
423;03/10/2025;20:52:09;21.8;70.9
424;03/10/2025;20:52:29;21.8;70.9
425;03/10/2025;20:52:49;21.7;70.9
426;03/10/2025;20:53:09;21.7;70.9
427;03/10/2025;20:53:29;21.7;71
428;03/10/2025;20:53:49;21.7;71.1
429;03/10/2025;20:54:09;21.7;71.1
430;03/10/2025;20:54:29;21.7;71.1
431;03/10/2025;20:54:49;21.7;71.2
432;03/10/2025;20:55:09;21.7;71.1
433;03/10/2025;20:55:29;21.7;71.1
434;03/10/2025;20:55:49;21.7;71.1
435;03/10/2025;20:56:09;21.7;71.1
436;03/10/2025;20:56:29;21.7;71.1
437;03/10/2025;20:56:49;21.7;71
438;03/10/2025;20:57:09;21.7;71
439;03/10/2025;20:57:29;21.7;71
440;03/10/2025;20:57:49;21.7;71
