Contagem;Dispositivo;Data;Hora;Temperatura;Umidade
1;Pico W_F0BB;2025-10-06;11:12:44;32.80;38.80
2;Pico W_F0BB;2025-10-06;11:13:04;32.80;39.00
3;Pico W_F0BB;2025-10-06;11:13:24;32.80;38.50
4;Pico W_F0BB;2025-10-06;11:13:45;32.70;38.60
5;Pico W_F0BB;2025-10-06;11:14:05;32.60;38.80
6;Pico W_F0BB;2025-10-06;11:14:25;32.60;37.20
7;Pico W_F0BB;2025-10-06;11:14:46;32.60;36.90
8;Pico W_F0BB;2025-10-06;11:15:06;32.70;38.10
9;Pico W_F0BB;2025-10-06;11:15:26;32.70;37.60
10;Pico W_F0BB;2025-10-06;11:15:47;32.80;38.20
11;Pico W_F0BB;2025-10-06;11:16:07;32.70;36.90
12;Pico W_F0BB;2025-10-06;11:16:27;32.80;36.90
13;Pico W_F0BB;2025-10-06;11:16:48;32.80;38.00
14;Pico W_F0BB;2025-10-06;11:17:08;32.80;38.30
15;Pico W_F0BB;2025-10-06;11:17:28;32.80;39.10
16;Pico W_F0BB;2025-10-06;11:17:48;32.80;38.60
17;Pico W_F0BB;2025-10-06;11:18:09;32.80;38.90
18;Pico W_F0BB;2025-10-06;11:18:29;32.90;39.30
19;Pico W_F0BB;2025-10-06;11:18:49;32.90;39.20
20;Pico W_F0BB;2025-10-06;11:19:10;32.90;38.70
21;Pico W_F0BB;2025-10-06;11:19:30;32.90;37.80
22;Pico W_F0BB;2025-10-06;11:19:50;32.90;38.00
23;Pico W_F0BB;2025-10-06;11:20:11;32.90;38.10
24;Pico W_F0BB;2025-10-06;11:20:31;32.90;37.90
25;Pico W_F0BB;2025-10-06;11:20:51;32.90;37.90
26;Pico W_F0BB;2025-10-06;11:21:11;32.90;38.20
27;Pico W_F0BB;2025-10-06;11:21:32;32.90;37.40
28;Pico W_F0BB;2025-10-06;11:21:52;32.90;37.20
29;Pico W_F0BB;2025-10-06;11:22:12;33.00;37.70
30;Pico W_F0BB;2025-10-06;11:22:33;32.90;38.20
31;Pico W_F0BB;2025-10-06;11:22:53;32.90;37.60
32;Pico W_F0BB;2025-10-06;11:23:13;32.90;37.60
33;Pico W_F0BB;2025-10-06;11:23:34;32.80;37.30
34;Pico W_F0BB;2025-10-06;11:23:54;32.80;37.20
35;Pico W_F0BB;2025-10-06;11:24:14;32.80;37.50
36;Pico W_F0BB;2025-10-06;11:24:35;32.80;38.00
37;Pico W_F0BB;2025-10-06;11:24:55;32.80;38.20
38;Pico W_F0BB;2025-10-06;11:25:15;32.80;38.20
39;Pico W_F0BB;2025-10-06;11:25:35;32.80;37.80
40;Pico W_F0BB;2025-10-06;11:25:56;32.80;38.30
41;Pico W_F0BB;2025-10-06;11:26:16;32.80;39.10
42;Pico W_F0BB;2025-10-06;11:26:36;32.90;39.40
43;Pico W_F0BB;2025-10-06;11:26:57;32.90;39.30
44;Pico W_F0BB;2025-10-06;11:27:17;32.90;39.50
45;Pico W_F0BB;2025-10-06;11:27:37;33.00;38.90
46;Pico W_F0BB;2025-10-06;11:27:58;33.10;38.60
47;Pico W_F0BB;2025-10-06;11:28:18;33.20;36.60
48;Pico W_F0BB;2025-10-06;11:28:38;33.30;36.10
49;Pico W_F0BB;2025-10-06;11:28:58;33.30;35.80
50;Pico W_F0BB;2025-10-06;11:29:19;33.20;35.80
51;Pico W_F0BB;2025-10-06;11:29:39;33.30;36.40
52;Pico W_F0BB;2025-10-06;11:29:59;33.30;37.20
53;Pico W_F0BB;2025-10-06;11:30:20;33.30;37.50
54;Pico W_F0BB;2025-10-06;11:30:40;33.20;37.00
55;Pico W_F0BB;2025-10-06;11:31:00;33.20;35.60
56;Pico W_F0BB;2025-10-06;11:31:21;33.20;36.30
57;Pico W_F0BB;2025-10-06;11:31:41;33.20;38.10
58;Pico W_F0BB;2025-10-06;11:32:01;33.20;38.00
59;Pico W_F0BB;2025-10-06;11:32:22;33.20;37.50
60;Pico W_F0BB;2025-10-06;11:32:42;33.10;37.50
