Contagem;Dispositivo;Data;Hora;Temperatura;Umidade
1;Pico W_F0BB;2025-10-06;13:09:47;36.70;29.30
2;Pico W_F0BB;2025-10-06;13:10:07;36.90;29.40
3;Pico W_F0BB;2025-10-06;13:10:27;37.20;28.70
4;Pico W_F0BB;2025-10-06;13:10:48;37.30;28.20
5;Pico W_F0BB;2025-10-06;13:11:08;37.40;28.00
6;Pico W_F0BB;2025-10-06;13:11:28;37.50;28.00
7;Pico W_F0BB;2025-10-06;13:11:49;37.50;27.60
8;Pico W_F0BB;2025-10-06;13:12:09;37.60;28.10
9;Pico W_F0BB;2025-10-06;13:12:29;37.50;27.60
10;Pico W_F0BB;2025-10-06;13:12:50;37.50;27.80
11;Pico W_F0BB;2025-10-06;13:13:10;37.60;28.10
12;Pico W_F0BB;2025-10-06;13:13:30;37.50;28.10
13;Pico W_F0BB;2025-10-06;13:13:51;37.60;28.10
14;Pico W_F0BB;2025-10-06;13:14:11;37.60;27.90
15;Pico W_F0BB;2025-10-06;13:14:31;37.60;27.70
16;Pico W_F0BB;2025-10-06;13:14:51;37.50;27.70
17;Pico W_F0BB;2025-10-06;13:15:12;37.50;28.00
18;Pico W_F0BB;2025-10-06;13:15:32;37.30;28.00
19;Pico W_F0BB;2025-10-06;13:15:52;37.20;28.00
20;Pico W_F0BB;2025-10-06;13:16:13;37.20;28.00
21;Pico W_F0BB;2025-10-06;13:16:33;37.10;28.60
22;Pico W_F0BB;2025-10-06;13:16:53;37.20;28.20
23;Pico W_F0BB;2025-10-06;13:17:14;37.00;28.10
24;Pico W_F0BB;2025-10-06;13:17:34;36.90;27.90
25;Pico W_F0BB;2025-10-06;13:17:54;36.90;28.10
26;Pico W_F0BB;2025-10-06;13:18:14;37.00;28.40
27;Pico W_F0BB;2025-10-06;13:18:35;37.10;28.00
28;Pico W_F0BB;2025-10-06;13:18:55;37.10;27.70
29;Pico W_F0BB;2025-10-06;13:19:15;37.20;27.80
30;Pico W_F0BB;2025-10-06;13:19:36;37.30;28.10
31;Pico W_F0BB;2025-10-06;13:19:56;37.40;28.00
32;Pico W_F0BB;2025-10-06;13:20:16;37.40;27.90
33;Pico W_F0BB;2025-10-06;13:20:37;37.30;27.90
34;Pico W_F0BB;2025-10-06;13:20:57;37.20;28.00
35;Pico W_F0BB;2025-10-06;13:21:17;37.20;28.10
36;Pico W_F0BB;2025-10-06;13:21:38;37.10;28.10
37;Pico W_F0BB;2025-10-06;13:21:58;37.00;28.20
38;Pico W_F0BB;2025-10-06;13:22:18;37.00;28.10
39;Pico W_F0BB;2025-10-06;13:22:38;37.10;28.30
40;Pico W_F0BB;2025-10-06;13:22:59;37.20;28.30
41;Pico W_F0BB;2025-10-06;13:23:19;37.30;28.20
42;Pico W_F0BB;2025-10-06;13:23:39;37.30;28.00
43;Pico W_F0BB;2025-10-06;13:24:00;37.30;28.10
44;Pico W_F0BB;2025-10-06;13:24:20;37.30;27.80
45;Pico W_F0BB;2025-10-06;13:24:40;37.40;27.70
46;Pico W_F0BB;2025-10-06;13:25:01;37.20;28.50
47;Pico W_F0BB;2025-10-06;13:25:21;37.20;28.70
48;Pico W_F0BB;2025-10-06;13:25:41;37.30;28.30
49;Pico W_F0BB;2025-10-06;13:26:01;37.20;28.70
50;Pico W_F0BB;2025-10-06;13:26:22;37.20;28.10
51;Pico W_F0BB;2025-10-06;13:26:42;37.00;28.50
52;Pico W_F0BB;2025-10-06;13:27:02;36.90;28.50
53;Pico W_F0BB;2025-10-06;13:27:23;36.80;29.00
54;Pico W_F0BB;2025-10-06;13:27:43;36.90;28.40
55;Pico W_F0BB;2025-10-06;13:28:03;37.10;28.30
56;Pico W_F0BB;2025-10-06;13:28:24;37.20;28.10
57;Pico W_F0BB;2025-10-06;13:28:44;37.20;28.40
58;Pico W_F0BB;2025-10-06;13:29:04;36.90;28.00
59;Pico W_F0BB;2025-10-06;13:29:25;36.80;28.70
60;Pico W_F0BB;2025-10-06;13:29:45;36.90;28.40
61;Pico W_F0BB;2025-10-06;13:30:05;37.00;28.50
62;Pico W_F0BB;2025-10-06;13:30:25;37.00;28.00
63;Pico W_F0BB;2025-10-06;13:30:46;37.10;28.10
64;Pico W_F0BB;2025-10-06;13:31:06;37.20;28.00
65;Pico W_F0BB;2025-10-06;13:31:26;37.20;27.80
66;Pico W_F0BB;2025-10-06;13:31:47;37.20;28.00
