Leitura;Data;Hora;Temperatura(C);Umidade(%)
199;01/01/2000;01:06:19;34.1;30.8
200;01/01/2000;01:06:39;34.1;31.1
201;01/01/2000;01:06:59;34.1;31.7
202;01/01/2000;01:07:19;34.1;31.6
203;01/01/2000;01:07:39;34.1;31.8
204;01/01/2000;01:07:59;34;32.4
205;01/01/2000;01:08:19;34;31.6
206;01/01/2000;01:08:39;34;32
207;01/01/2000;01:08:59;34;32.2
208;01/01/2000;01:09:19;33.9;32.2
209;01/01/2000;01:09:39;33.9;32.2
210;01/01/2000;01:09:59;33.9;32.3
211;01/01/2000;01:10:19;33.9;32.7
212;01/01/2000;01:10:39;33.9;32.8
213;01/01/2000;01:10:59;33.8;33.3
214;01/01/2000;01:11:19;33.8;34.3
215;01/01/2000;01:11:39;33.8;33.2
216;01/01/2000;01:11:59;33.8;32.1
217;01/01/2000;01:12:19;33.8;32.8
218;01/01/2000;01:12:39;33.9;32.5
219;01/01/2000;01:12:59;33.8;31.4
220;01/01/2000;01:13:19;33.9;30.7
221;01/01/2000;01:13:39;33.9;31
222;01/01/2000;01:13:59;33.9;31.5
223;01/01/2000;01:14:19;33.9;30.3
224;01/01/2000;01:14:39;33.9;30.5
225;01/01/2000;01:14:59;34;31
226;01/01/2000;01:15:19;34;31.5
227;01/01/2000;01:15:39;34;31.4
228;01/01/2000;01:15:59;34;31
229;01/01/2000;01:16:19;34;29.9
230;01/01/2000;01:16:39;34;30.1
231;01/01/2000;01:16:59;34;30.8
232;01/01/2000;01:17:19;34;32.2
233;01/01/2000;01:17:39;34.1;32.2
234;01/01/2000;01:17:59;34.1;31.1
235;01/01/2000;01:18:19;34.1;30.4
236;01/01/2000;01:18:39;34.1;29.6
237;01/01/2000;01:18:59;34.2;29.3
238;01/01/2000;01:19:19;34.1;29.3
239;01/01/2000;01:19:39;34.1;29.7
240;01/01/2000;01:19:59;34.2;29.8
241;01/01/2000;01:20:19;34.2;30.3
242;01/01/2000;01:20:39;34.1;30.1
243;01/01/2000;01:20:59;34.1;29.3
244;01/01/2000;01:21:19;34.1;29.6
245;01/01/2000;01:21:39;34.1;29.9
246;01/01/2000;01:21:59;34.1;30.3
247;01/01/2000;01:22:19;34.1;30.9
248;01/01/2000;01:22:39;34.1;31.3
249;01/01/2000;01:22:59;34.1;32
250;01/01/2000;01:23:19;34.1;31.8
251;01/01/2000;01:23:39;34.1;31.4
252;01/01/2000;01:23:59;34.1;31.6
253;01/01/2000;01:24:19;34.1;32.6
254;01/01/2000;01:24:39;34.1;32.3
255;01/01/2000;01:24:59;34;31.1
256;01/01/2000;01:25:19;34;30.9
257;01/01/2000;01:25:39;34;30.8
258;01/01/2000;01:25:59;34;31.1
259;01/01/2000;01:26:19;33.9;30.9
260;01/01/2000;01:26:39;33.9;31.2
261;01/01/2000;01:26:59;33.9;32.2
262;01/01/2000;01:27:19;33.9;31
263;01/01/2000;01:27:39;33.9;30.6
264;01/01/2000;01:27:59;34;30.4
265;01/01/2000;01:28:19;34.1;30.7
266;01/01/2000;01:28:39;34.2;31
267;01/01/2000;01:28:59;34.2;31.2
268;01/01/2000;01:29:19;34.2;31.8
269;01/01/2000;01:29:39;34.3;31.8
270;01/01/2000;01:29:59;34.3;32.7
271;01/01/2000;01:30:19;34.3;32.1
272;01/01/2000;01:30:39;34.4;32.1
273;01/01/2000;01:30:59;34.5;31.7
