Leitura;Data;Hora;Temperatura(C);Umidade(%)
64;01/01/2000;00:21:19;32.5;36
65;01/01/2000;00:21:39;32.6;34.8
66;01/01/2000;00:21:59;32.6;34.6
67;01/01/2000;00:22:19;32.6;34.3
68;01/01/2000;00:22:39;32.7;34.4
69;01/01/2000;00:22:59;32.7;35.1
70;01/01/2000;00:23:19;32.7;35.8
71;01/01/2000;00:23:39;32.7;36.2
72;01/01/2000;00:23:59;32.7;34.9
73;01/01/2000;00:24:19;32.7;34.1
74;01/01/2000;00:24:39;32.7;35.3
75;01/01/2000;00:24:59;32.7;36.5
76;01/01/2000;00:25:19;32.7;36
77;01/01/2000;00:25:39;32.7;36.1
78;01/01/2000;00:25:59;32.8;35.6
79;01/01/2000;00:26:19;32.8;35.2
80;01/01/2000;00:26:39;32.8;35.5
81;01/01/2000;00:26:59;32.8;36
82;01/01/2000;00:27:19;32.8;36.3
83;01/01/2000;00:27:39;32.8;35.1
84;01/01/2000;00:27:59;32.8;35
85;01/01/2000;00:28:19;32.8;35.4
86;01/01/2000;00:28:39;32.8;35.2
87;01/01/2000;00:28:59;32.8;36.7
88;01/01/2000;00:29:19;32.8;36.4
89;01/01/2000;00:29:39;32.7;35.3
90;01/01/2000;00:29:59;32.7;34.5
91;01/01/2000;00:30:19;32.7;34.5
92;01/01/2000;00:30:39;32.7;35
93;01/01/2000;00:30:59;32.7;35.6
94;01/01/2000;00:31:19;32.7;35.8
95;01/01/2000;00:31:39;32.7;35.4
96;01/01/2000;00:31:59;32.8;35
97;01/01/2000;00:32:19;32.8;35.4
98;01/01/2000;00:32:39;32.8;35.1
99;01/01/2000;00:32:59;32.9;36
100;01/01/2000;00:33:19;32.9;36.5
101;01/01/2000;00:33:39;32.9;36.1
102;01/01/2000;00:33:59;32.9;34.9
103;01/01/2000;00:34:19;33;35.2
104;01/01/2000;00:34:39;33;34.6
105;01/01/2000;00:34:59;33;34.3
106;01/01/2000;00:35:19;33.1;34.5
107;01/01/2000;00:35:39;33.1;33.2
108;01/01/2000;00:35:59;33.1;33.2
109;01/01/2000;00:36:19;33.1;33.9
110;01/01/2000;00:36:39;33.1;33.7
111;01/01/2000;00:36:59;33.1;34.4
112;01/01/2000;00:37:19;33.1;34.3
113;01/01/2000;00:37:39;33.2;34.5
114;01/01/2000;00:37:59;33.2;34.2
115;01/01/2000;00:38:19;33.2;33.6
116;01/01/2000;00:38:39;33.1;32.8
117;01/01/2000;00:38:59;33.2;33.2
118;01/01/2000;00:39:19;33.2;33
119;01/01/2000;00:39:39;33.2;33.7
120;01/01/2000;00:39:59;33.2;34.4
121;01/01/2000;00:40:19;33.2;34.4
122;01/01/2000;00:40:39;33.2;34.3
123;01/01/2000;00:40:59;33.2;34.2
124;01/01/2000;00:41:19;33.1;33.3
125;01/01/2000;00:41:39;33.1;34.1
126;01/01/2000;00:41:59;33;34.6
127;01/01/2000;00:42:19;33;35.3
128;01/01/2000;00:42:39;33;35.2
129;01/01/2000;00:42:59;33;35
130;01/01/2000;00:43:19;33;34.7
131;01/01/2000;00:43:39;33;35.1
132;01/01/2000;00:43:59;33;34.8
