Contagem;Dispositivo;Data;Hora;Temperatura;Umidade
1;Pico W_F0BB;2025-10-06;13:35:58;35.60;30.40
2;Pico W_F0BB;2025-10-06;13:36:18;35.30;29.90
3;Pico W_F0BB;2025-10-06;13:36:38;35.10;30.40
4;Pico W_F0BB;2025-10-06;13:36:59;34.90;30.90
5;Pico W_F0BB;2025-10-06;13:37:19;34.70;32.10
6;Pico W_F0BB;2025-10-06;13:37:39;34.60;32.40
7;Pico W_F0BB;2025-10-06;13:38:00;34.50;32.10
8;Pico W_F0BB;2025-10-06;13:38:20;34.40;32.10
9;Pico W_F0BB;2025-10-06;13:38:40;34.30;31.80
10;Pico W_F0BB;2025-10-06;13:39:01;34.20;31.80
11;Pico W_F0BB;2025-10-06;13:39:21;34.10;31.50
12;Pico W_F0BB;2025-10-06;13:39:41;34.10;31.80
13;Pico W_F0BB;2025-10-06;13:40:02;34.00;32.00
14;Pico W_F0BB;2025-10-06;13:40:22;34.00;32.00
15;Pico W_F0BB;2025-10-06;13:40:42;33.90;32.20
16;Pico W_F0BB;2025-10-06;13:41:02;33.90;31.80
17;Pico W_F0BB;2025-10-06;13:41:23;33.90;32.30
18;Pico W_F0BB;2025-10-06;13:41:43;33.80;32.90
19;Pico W_F0BB;2025-10-06;13:42:03;33.80;33.50
20;Pico W_F0BB;2025-10-06;13:42:24;33.80;34.40
21;Pico W_F0BB;2025-10-06;13:42:44;33.70;33.80
22;Pico W_F0BB;2025-10-06;13:43:04;33.70;33.70
23;Pico W_F0BB;2025-10-06;13:43:25;33.70;33.80
24;Pico W_F0BB;2025-10-06;13:43:45;33.70;33.50
25;Pico W_F0BB;2025-10-06;13:44:05;33.70;33.50
26;Pico W_F0BB;2025-10-06;13:44:25;33.70;33.40
27;Pico W_F0BB;2025-10-06;13:44:46;33.70;33.40
28;Pico W_F0BB;2025-10-06;13:45:06;33.70;33.80
29;Pico W_F0BB;2025-10-06;13:45:26;33.70;34.20
30;Pico W_F0BB;2025-10-06;13:45:47;33.60;34.40
31;Pico W_F0BB;2025-10-06;13:46:07;33.60;33.60
32;Pico W_F0BB;2025-10-06;13:46:27;33.60;34.20
33;Pico W_F0BB;2025-10-06;13:46:48;33.60;33.80
34;Pico W_F0BB;2025-10-06;13:47:08;33.60;33.60
35;Pico W_F0BB;2025-10-06;13:47:28;33.60;33.10
36;Pico W_F0BB;2025-10-06;13:47:49;33.60;32.60
37;Pico W_F0BB;2025-10-06;13:48:09;33.70;32.80
38;Pico W_F0BB;2025-10-06;13:48:29;33.70;32.80
39;Pico W_F0BB;2025-10-06;13:48:49;33.70;32.80
40;Pico W_F0BB;2025-10-06;13:49:10;33.70;32.90
41;Pico W_F0BB;2025-10-06;13:49:30;33.60;33.00
42;Pico W_F0BB;2025-10-06;13:49:50;33.60;33.40
43;Pico W_F0BB;2025-10-06;13:50:11;33.60;33.00
44;Pico W_F0BB;2025-10-06;13:50:31;33.60;33.00
45;Pico W_F0BB;2025-10-06;13:50:51;33.50;33.50
46;Pico W_F0BB;2025-10-06;13:51:12;33.50;33.00
47;Pico W_F0BB;2025-10-06;13:51:32;33.50;32.90
48;Pico W_F0BB;2025-10-06;13:51:52;33.50;32.80
49;Pico W_F0BB;2025-10-06;13:52:12;33.60;31.80
50;Pico W_F0BB;2025-10-06;13:52:33;33.60;32.20
51;Pico W_F0BB;2025-10-06;13:52:53;33.60;32.30
52;Pico W_F0BB;2025-10-06;13:53:13;33.70;32.20
53;Pico W_F0BB;2025-10-06;13:53:34;33.60;32.60
54;Pico W_F0BB;2025-10-06;13:53:54;33.60;32.70
55;Pico W_F0BB;2025-10-06;13:54:14;33.70;32.50
56;Pico W_F0BB;2025-10-06;13:54:35;33.70;32.70
57;Pico W_F0BB;2025-10-06;13:54:55;33.70;33.80
58;Pico W_F0BB;2025-10-06;13:55:15;33.70;33.60
59;Pico W_F0BB;2025-10-06;13:55:36;33.70;33.00
60;Pico W_F0BB;2025-10-06;13:55:56;33.70;32.70
61;Pico W_F0BB;2025-10-06;13:56:16;33.70;32.50
62;Pico W_F0BB;2025-10-06;13:56:36;33.70;33.30
63;Pico W_F0BB;2025-10-06;13:56:57;33.70;33.80
64;Pico W_F0BB;2025-10-06;13:57:17;33.70;33.30
65;Pico W_F0BB;2025-10-06;13:57:37;33.80;33.10
66;Pico W_F0BB;2025-10-06;13:57:58;33.80;32.40
67;Pico W_F0BB;2025-10-06;13:58:18;33.80;33.10
68;Pico W_F0BB;2025-10-06;13:58:38;33.80;33.30
69;Pico W_F0BB;2025-10-06;13:58:59;33.80;33.60
70;Pico W_F0BB;2025-10-06;13:59:19;33.80;33.10
71;Pico W_F0BB;2025-10-06;13:59:39;33.70;33.90
72;Pico W_F0BB;2025-10-06;14:00:00;33.80;33.60
73;Pico W_F0BB;2025-10-06;14:00:20;33.70;33.60
74;Pico W_F0BB;2025-10-06;14:00:40;33.70;32.80
75;Pico W_F0BB;2025-10-06;14:01:00;33.70;32.60
