Leitura;Data;Hora;Temperatura(C);Umidade(%)
340;01/01/2000;01:53:18;34.2;31.2
341;01/01/2000;01:53:38;34.2;31.8
342;01/01/2000;01:53:58;34.2;32.1
343;01/01/2000;01:54:18;34.2;32.7
344;01/01/2000;01:54:38;34.2;31.8
345;01/01/2000;01:54:58;34.2;32.6
346;01/01/2000;01:55:18;34.2;32.5
347;01/01/2000;01:55:38;34.2;32.7
348;01/01/2000;01:55:58;34.2;32.6
349;01/01/2000;01:56:18;34.1;32.9
350;01/01/2000;01:56:38;34.1;31.4
351;01/01/2000;01:56:58;34.1;30.4
352;01/01/2000;01:57:18;34.1;30.4
353;01/01/2000;01:57:38;34.1;31.8
354;01/01/2000;01:57:58;34.1;32.7
355;01/01/2000;01:58:18;34;31.9
356;01/01/2000;01:58:38;34;31.1
357;01/01/2000;01:58:58;34;30.8
358;01/01/2000;01:59:18;33.9;30.8
359;01/01/2000;01:59:38;33.9;30.8
360;01/01/2000;01:59:58;33.9;30.3
361;01/01/2000;02:00:18;33.9;30.6
362;01/01/2000;02:00:38;33.8;30.8
363;01/01/2000;02:00:58;33.8;31.1
364;01/01/2000;02:01:18;33.8;31.3
365;01/01/2000;02:01:38;33.8;31.5
366;01/01/2000;02:01:58;33.7;32.3
367;01/01/2000;02:02:18;33.7;33.2
368;01/01/2000;02:02:38;33.6;33.3
369;01/01/2000;02:02:58;33.6;33.3
370;01/01/2000;02:03:18;33.6;33.5
371;01/01/2000;02:03:38;33.5;34
372;01/01/2000;02:03:58;33.5;33.1
373;01/01/2000;02:04:18;33.5;32.7
374;01/01/2000;02:04:38;33.4;32.8
375;01/01/2000;02:04:58;33.4;32.3
376;01/01/2000;02:05:18;33.4;33.1
377;01/01/2000;02:05:38;33.4;33.3
378;01/01/2000;02:05:58;33.4;33.2
379;01/01/2000;02:06:18;33.4;33.4
380;01/01/2000;02:06:38;33.3;33.3
381;01/01/2000;02:06:58;33.3;34.6
382;01/01/2000;02:07:18;33.3;33.2
383;01/01/2000;02:07:38;33.3;32.7
384;01/01/2000;02:07:58;33.3;32.4
385;01/01/2000;02:08:18;33.3;32.1
386;01/01/2000;02:08:38;33.3;31.7
387;01/01/2000;02:08:58;33.3;31.6
388;01/01/2000;02:09:18;33.3;32.4
389;01/01/2000;02:09:38;33.3;32.9
390;01/01/2000;02:09:58;33.3;33.1
391;01/01/2000;02:10:18;33.3;32.4
392;01/01/2000;02:10:38;33.3;32.3
393;01/01/2000;02:10:58;33.2;32.6
394;01/01/2000;02:11:18;33.3;32.2
395;01/01/2000;02:11:38;33.2;32.3
396;01/01/2000;02:11:58;33.2;32.3
397;01/01/2000;02:12:18;33.2;31.9
398;01/01/2000;02:12:38;33.2;32.3
399;01/01/2000;02:12:58;33.2;31.8
400;01/01/2000;02:13:18;33.2;32.1
401;01/01/2000;02:13:38;33.2;33.1
402;01/01/2000;02:13:58;33.2;31.7
403;01/01/2000;02:14:18;33.2;31
404;01/01/2000;02:14:38;33.2;31.2
405;01/01/2000;02:14:58;33.3;30.5
406;01/01/2000;02:15:18;33.3;31.3
407;01/01/2000;02:15:38;33.3;30.9
408;01/01/2000;02:15:58;33.3;30.7
409;01/01/2000;02:16:18;33.3;31
410;01/01/2000;02:16:38;33.3;31.7
411;01/01/2000;02:16:58;33.3;31.8
412;01/01/2000;02:17:18;33.3;31.4
413;01/01/2000;02:17:38;33.3;31
414;01/01/2000;02:17:58;33.3;31.2
