Contagem;Dispositivo;Data;Hora;Temperatura;Umidade
1;Pico W_F0BB;06/10/2025;11:58:37;36.5;32.3
2;Pico W_F0BB;06/10/2025;11:58:57;36.8;32
3;Pico W_F0BB;06/10/2025;11:59:17;37.2;32
4;Pico W_F0BB;06/10/2025;11:59:38;37.5;32.7
5;Pico W_F0BB;06/10/2025;11:59:58;37.7;32.6
6;Pico W_F0BB;06/10/2025;12:00:18;37.8;32.3
7;Pico W_F0BB;06/10/2025;12:00:39;37.9;32.2
8;Pico W_F0BB;06/10/2025;12:00:59;37.9;32.4
9;Pico W_F0BB;06/10/2025;12:01:19;38.1;30.9
10;Pico W_F0BB;06/10/2025;12:01:40;38.3;32.5
11;Pico W_F0BB;06/10/2025;12:02:00;38.4;31.9
12;Pico W_F0BB;06/10/2025;12:02:20;38.4;32.1
13;Pico W_F0BB;06/10/2025;12:02:41;38.3;32.3
14;Pico W_F0BB;06/10/2025;12:03:01;38.1;31.7
15;Pico W_F0BB;06/10/2025;12:03:21;37.9;31.1
16;Pico W_F0BB;06/10/2025;12:03:41;37.9;31.1
17;Pico W_F0BB;06/10/2025;12:04:02;37.8;30.7
18;Pico W_F0BB;06/10/2025;12:04:22;37.7;31.3
19;Pico W_F0BB;06/10/2025;12:04:42;37.7;32
20;Pico W_F0BB;06/10/2025;12:05:03;37.7;31.2
21;Pico W_F0BB;06/10/2025;12:05:23;37.5;30.5
22;Pico W_F0BB;06/10/2025;12:05:43;37.4;30.7
23;Pico W_F0BB;06/10/2025;12:06:04;37.3;30.2
24;Pico W_F0BB;06/10/2025;12:06:24;37.4;29.8
25;Pico W_F0BB;06/10/2025;12:06:44;37.7;30.4
26;Pico W_F0BB;06/10/2025;12:07:04;38;29.3
27;Pico W_F0BB;06/10/2025;12:07:25;38.2;29.7
28;Pico W_F0BB;06/10/2025;12:07:45;38.2;29.3
29;Pico W_F0BB;06/10/2025;12:08:05;38.2;30.9
30;Pico W_F0BB;06/10/2025;12:08:26;38.3;30.7
31;Pico W_F0BB;06/10/2025;12:08:46;38.3;31.3
32;Pico W_F0BB;06/10/2025;12:09:06;38.3;30.8
33;Pico W_F0BB;06/10/2025;12:09:27;38.3;30.3
34;Pico W_F0BB;06/10/2025;12:09:47;38.3;30.6
35;Pico W_F0BB;06/10/2025;12:10:07;38.5;30.2
36;Pico W_F0BB;06/10/2025;12:10:28;38.7;30.1
37;Pico W_F0BB;06/10/2025;12:10:48;38.9;28.1
38;Pico W_F0BB;06/10/2025;12:11:08;39.1;28.6
39;Pico W_F0BB;06/10/2025;12:11:28;39.3;28.7
40;Pico W_F0BB;06/10/2025;12:11:49;39.6;27.7
41;Pico W_F0BB;06/10/2025;12:12:09;39.6;28.4
42;Pico W_F0BB;06/10/2025;12:12:29;39.5;28.8
43;Pico W_F0BB;06/10/2025;12:12:50;39.4;28.4
44;Pico W_F0BB;06/10/2025;12:13:10;38.9;27.6
45;Pico W_F0BB;06/10/2025;12:13:30;38.5;28.9
46;Pico W_F0BB;06/10/2025;12:13:51;38.4;29.8
47;Pico W_F0BB;06/10/2025;12:14:11;38.1;30.1
48;Pico W_F0BB;06/10/2025;12:14:31;37.8;30.2
49;Pico W_F0BB;06/10/2025;12:14:51;37.6;30.1
50;Pico W_F0BB;06/10/2025;12:15:12;37.3;31.2
51;Pico W_F0BB;06/10/2025;12:15:32;37.1;30.6
52;Pico W_F0BB;06/10/2025;12:15:52;36.9;31.1
53;Pico W_F0BB;06/10/2025;12:16:13;36.6;30.7
54;Pico W_F0BB;06/10/2025;12:16:33;36.7;32
55;Pico W_F0BB;06/10/2025;12:16:53;36.9;31.8
56;Pico W_F0BB;06/10/2025;12:17:14;36.9;31
57;Pico W_F0BB;06/10/2025;12:17:34;36.7;31.8
58;Pico W_F0BB;06/10/2025;12:17:54;36.6;32
59;Pico W_F0BB;06/10/2025;12:18:15;36.6;32.3
60;Pico W_F0BB;06/10/2025;12:18:35;36.6;32
