Contagem;Dispositivo;Data;Hora;Temperatura;Umidade
1;Pico W_F0BB;06/10/2025;11:35:27;34.1;34.8
2;Pico W_F0BB;06/10/2025;11:35:47;34.2;34.3
3;Pico W_F0BB;06/10/2025;11:36:07;34.3;34.4
4;Pico W_F0BB;06/10/2025;11:36:48;34.5;35.2
5;Pico W_F0BB;06/10/2025;11:37:08;34.8;35.5
6;Pico W_F0BB;06/10/2025;11:37:29;34.9;35.8
7;Pico W_F0BB;06/10/2025;11:37:49;35;36
8;Pico W_F0BB;06/10/2025;11:38:09;35.1;34.3
9;Pico W_F0BB;06/10/2025;11:38:30;35.1;35.3
10;Pico W_F0BB;06/10/2025;11:38:50;35.2;33.8
11;Pico W_F0BB;06/10/2025;11:39:10;35.3;34.3
12;Pico W_F0BB;06/10/2025;11:39:31;35.4;35.4
13;Pico W_F0BB;06/10/2025;11:39:51;35.4;35.6
14;Pico W_F0BB;06/10/2025;11:40:11;35.4;35.7
15;Pico W_F0BB;06/10/2025;11:40:31;35.3;35
16;Pico W_F0BB;06/10/2025;11:40:52;35.3;34.4
17;Pico W_F0BB;06/10/2025;11:41:12;35.4;34
18;Pico W_F0BB;06/10/2025;11:41:32;35.4;33.9
19;Pico W_F0BB;06/10/2025;11:41:53;35.3;34.8
20;Pico W_F0BB;06/10/2025;11:42:13;35.3;35
21;Pico W_F0BB;06/10/2025;11:42:33;35;34.1
22;Pico W_F0BB;06/10/2025;11:42:54;35;34.8
23;Pico W_F0BB;06/10/2025;11:43:14;34.9;35.3
24;Pico W_F0BB;06/10/2025;11:43:34;35;34.4
25;Pico W_F0BB;06/10/2025;11:43:54;35;34.6
26;Pico W_F0BB;06/10/2025;11:44:15;35;34
27;Pico W_F0BB;06/10/2025;11:44:35;35;34.6
28;Pico W_F0BB;06/10/2025;11:44:55;34.9;34.2
29;Pico W_F0BB;06/10/2025;11:45:16;34.9;33.5
30;Pico W_F0BB;06/10/2025;11:45:36;34.8;34.8
31;Pico W_F0BB;06/10/2025;11:45:56;34.8;34.8
32;Pico W_F0BB;06/10/2025;11:46:17;34.8;34.5
33;Pico W_F0BB;06/10/2025;11:46:37;34.9;35.4
34;Pico W_F0BB;06/10/2025;11:46:57;34.8;35.8
35;Pico W_F0BB;06/10/2025;11:47:18;34.7;36.2
36;Pico W_F0BB;06/10/2025;11:47:38;34.7;33.6
37;Pico W_F0BB;06/10/2025;11:47:58;34.6;34.9
38;Pico W_F0BB;06/10/2025;11:48:18;34.6;35.4
39;Pico W_F0BB;06/10/2025;11:48:39;34.6;35.5
40;Pico W_F0BB;06/10/2025;11:48:59;34.6;35.9
41;Pico W_F0BB;06/10/2025;11:49:19;34.6;34.6
42;Pico W_F0BB;06/10/2025;11:49:40;34.7;35.3
43;Pico W_F0BB;06/10/2025;11:50:00;34.7;34.9
44;Pico W_F0BB;06/10/2025;11:50:20;34.7;35.2
45;Pico W_F0BB;06/10/2025;11:50:41;34.8;35.8
46;Pico W_F0BB;06/10/2025;11:51:01;34.8;35.3
47;Pico W_F0BB;06/10/2025;11:51:21;34.8;35.3
48;Pico W_F0BB;06/10/2025;11:51:42;34.9;35.1
49;Pico W_F0BB;06/10/2025;11:52:02;35;34.5
50;Pico W_F0BB;06/10/2025;11:52:22;35.2;34.3
51;Pico W_F0BB;06/10/2025;11:52:42;35.5;33.7
52;Pico W_F0BB;06/10/2025;11:53:03;35.6;33.2
53;Pico W_F0BB;06/10/2025;11:53:23;35.9;33.5
54;Pico W_F0BB;06/10/2025;11:53:43;36.1;33.8
55;Pico W_F0BB;06/10/2025;11:54:04;36.3;34.2
56;Pico W_F0BB;06/10/2025;11:54:24;36.3;34.3
57;Pico W_F0BB;06/10/2025;11:54:44;36.5;33.5
58;Pico W_F0BB;06/10/2025;11:55:05;36.5;33.1
59;Pico W_F0BB;06/10/2025;11:55:25;36.5;33.7
60;Pico W_F0BB;06/10/2025;11:55:45;36.5;33.8
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
