498	2025-9-24	19:27:39	35.80	23.50
499	2025-9-24	19:27:59	35.80	23.30
500	2025-9-24	19:28:19	35.80	23.60
501	2025-9-24	19:28:39	35.90	24.10
502	2025-9-24	19:28:59	36.00	23.40
503	2025-9-24	19:29:19	36.00	25.20
504	2025-9-24	19:29:39	36.10	24.40
505	2025-9-24	19:29:59	36.20	25.80
506	2025-9-24	19:30:19	36.30	24.10
507	2025-9-24	19:30:39	36.40	23.50
508	2025-9-24	19:30:59	36.50	24.30
509	2025-9-24	19:31:19	36.50	24.80
510	2025-9-24	19:31:39	36.50	25.40
511	2025-9-24	19:31:59	36.60	25.20
512	2025-9-24	19:32:19	36.60	25.40
513	2025-9-24	19:32:39	36.60	24.70
514	2025-9-24	19:32:59	36.50	23.30
515	2025-9-24	19:33:19	36.40	22.00
516	2025-9-24	19:33:39	36.20	23.90
517	2025-9-24	19:33:59	36.10	23.60
518	2025-9-24	19:34:19	36.10	23.60
519	2025-9-24	19:34:39	36.00	23.10
520	2025-9-24	19:34:59	36.00	23.90
521	2025-9-24	19:35:19	36.00	25.70
522	2025-9-24	19:35:39	36.10	23.70
523	2025-9-24	19:35:59	36.20	23.80
524	2025-9-24	19:36:19	36.20	22.70
525	2025-9-24	19:36:39	36.20	22.60
526	2025-9-24	19:36:59	36.30	22.90
527	2025-9-24	19:37:19	36.30	23.70
528	2025-9-24	19:37:39	36.40	24.00
529	2025-9-24	19:37:59	36.60	22.50
530	2025-9-24	19:38:19	36.50	21.70
531	2025-9-24	19:38:39	36.60	21.30
532	2025-9-24	19:38:59	36.70	21.40
533	2025-9-24	19:39:19	36.80	21.40
534	2025-9-24	19:39:39	36.80	21.50
535	2025-9-24	19:39:59	36.90	21.90
536	2025-9-24	19:40:19	36.70	24.20
537	2025-9-24	19:40:39	36.60	21.30
538	2025-9-24	19:40:59	36.60	24.00
539	2025-9-24	19:41:19	36.60	24.30
540	2025-9-24	19:41:39	36.60	23.50
541	2025-9-24	19:41:59	36.60	21.80
542	2025-9-24	19:42:19	36.60	21.00
543	2025-9-24	19:42:39	36.60	21.40
544	2025-9-24	19:42:59	36.60	22.10
545	2025-9-24	19:43:19	36.70	23.40
546	2025-9-24	19:43:39	36.70	24.30
547	2025-9-24	19:43:59	36.80	23.80
548	2025-9-24	19:44:19	36.80	23.50
549	2025-9-24	19:44:39	36.90	23.20
550	2025-9-24	19:44:59	36.90	22.90
551	2025-9-24	19:45:19	36.90	22.80
552	2025-9-24	19:45:39	36.90	26.00
553	2025-9-24	19:45:59	36.90	25.80
554	2025-9-24	19:46:19	36.90	24.30
555	2025-9-24	19:46:39	36.90	23.40
556	2025-9-24	19:46:59	36.90	23.80
557	2025-9-24	19:47:19	37.00	25.20
558	2025-9-24	19:47:39	37.00	25.20
559	2025-9-24	19:47:59	37.10	23.40
560	2025-9-24	19:48:19	37.10	25.90
561	2025-9-24	19:48:39	37.20	27.00
562	2025-9-24	19:48:59	37.30	27.30
563	2025-9-24	19:49:19	37.40	27.70
564	2025-9-24	19:49:39	37.40	24.80
565	2025-9-24	19:49:59	37.40	22.90
566	2025-9-24	19:50:19	37.40	22.40
567	2025-9-24	19:50:39	37.30	22.40
568	2025-9-24	19:50:59	37.30	25.10
569	2025-9-24	19:51:19	37.20	24.10
570	2025-9-24	19:51:39	37.20	22.60
571	2025-9-24	19:51:59	37.10	23.10
572	2025-9-24	19:52:19	37.00	23.50
573	2025-9-24	19:52:39	37.00	23.50
574	2025-9-24	19:52:59	36.90	23.80
575	2025-9-24	19:53:19	36.90	23.60
576	2025-9-24	19:53:39	36.80	23.50
577	2025-9-24	19:53:59	36.80	24.20
578	2025-9-24	19:54:19	36.80	26.00
579	2025-9-24	19:54:39	36.80	26.10
580	2025-9-24	19:54:59	36.70	26.10
581	2025-9-24	19:55:19	36.60	24.20
582	2025-9-24	19:55:39	36.50	24.30
583	2025-9-24	19:55:59	36.50	26.10
584	2025-9-24	19:56:19	36.50	24.30
585	2025-9-24	19:56:39	36.50	24.50
586	2025-9-24	19:56:59	36.50	23.40
587	2025-9-24	19:57:19	36.40	22.40
588	2025-9-24	19:57:39	36.30	22.50
589	2025-9-24	19:57:59	36.20	22.10
590	2025-9-24	19:58:19	36.10	22.70
591	2025-9-24	19:58:39	36.00	23.60
592	2025-9-24	19:58:59	35.90	25.20
593	2025-9-24	19:59:19	35.80	25.30
594	2025-9-24	19:59:39	35.80	26.30
595	2025-9-24	19:59:59	35.70	26.80
596	2025-9-24	20:0:19	35.60	25.30
597	2025-9-24	20:0:39	35.60	25.50
598	2025-9-24	20:0:59	35.60	26.30
599	2025-9-24	20:1:19	35.60	27.40
600	2025-9-24	20:1:39	35.60	29.10
601	2025-9-24	20:1:59	35.60	30.20
602	2025-9-24	20:2:19	35.40	28.90
603	2025-9-24	20:2:39	35.10	31.00
604	2025-9-24	20:2:59	34.80	30.90
605	2025-9-24	20:3:19	34.30	32.60
606	2025-9-24	20:3:39	34.30	31.80
607	2025-9-24	20:3:59	34.20	29.40
608	2025-9-24	20:4:19	34.30	27.20
609	2025-9-24	20:4:39	34.10	25.50
610	2025-9-24	20:4:59	34.30	25.40
611	2025-9-24	20:5:19	34.30	25.20
612	2025-9-24	20:5:39	34.50	24.90
613	2025-9-24	20:5:59	34.70	26.50
614	2025-9-24	20:6:19	34.80	24.20
615	2025-9-24	20:6:39	34.80	24.90
616	2025-9-24	20:6:59	34.90	25.90
617	2025-9-24	20:7:19	35.00	24.10
618	2025-9-24	20:7:39	35.00	24.50
619	2025-9-24	20:7:59	35.30	23.40
620	2025-9-24	20:8:19	35.20	23.30
621	2025-9-24	20:8:39	35.20	23.00
622	2025-9-24	20:8:59	35.10	22.60
623	2025-9-24	20:9:19	35.20	22.00
624	2025-9-24	20:9:39	35.20	22.30
625	2025-9-24	20:9:59	35.40	21.30
626	2025-9-24	20:10:19	35.50	21.20
627	2025-9-24	20:10:39	35.40	21.10
628	2025-9-24	20:10:59	35.60	20.50
629	2025-9-24	20:11:19	35.70	21.10
630	2025-9-24	20:11:39	35.70	20.50
631	2025-9-24	20:11:59	35.70	20.70
632	2025-9-24	20:12:19	35.70	21.00
633	2025-9-24	20:12:39	35.80	20.90
634	2025-9-24	20:12:59	35.90	21.20
635	2025-9-24	20:13:19	35.90	20.90
636	2025-9-24	20:13:39	36.00	21.00
637	2025-9-24	20:13:59	36.00	20.80
638	2025-9-24	20:14:19	36.00	20.80
639	2025-9-24	20:14:39	36.00	20.80
640	2025-9-24	20:14:59	36.00	20.80
641	2025-9-24	20:15:19	35.90	21.00
642	2025-9-24	20:15:39	35.80	20.80
643	2025-9-24	20:15:59	35.70	20.70
644	2025-9-24	20:16:19	35.70	20.40
645	2025-9-24	20:16:39	35.60	20.50
646	2025-9-24	20:16:59	35.50	20.60
647	2025-9-24	20:17:19	35.50	20.50
648	2025-9-24	20:17:39	35.50	20.50
649	2025-9-24	20:17:59	35.50	20.70
650	2025-9-24	20:18:19	35.50	20.70
651	2025-9-24	20:18:39	35.50	21.00
652	2025-9-24	20:18:59	35.60	20.90
653	2025-9-24	20:19:19	35.60	20.90
654	2025-9-24	20:19:39	35.70	20.70
655	2025-9-24	20:19:59	35.70	20.40
656	2025-9-24	20:20:19	35.70	20.20
657	2025-9-24	20:20:39	35.60	20.30
658	2025-9-24	20:20:59	35.70	20.30
659	2025-9-24	20:21:19	35.60	20.10
660	2025-9-24	20:21:39	35.60	20.40
661	2025-9-24	20:21:59	35.60	19.90
662	2025-9-24	20:22:19	35.50	19.80
663	2025-9-24	20:22:39	35.50	20.10
664	2025-9-24	20:22:59	35.50	20.30
665	2025-9-24	20:23:19	35.50	20.30
666	2025-9-24	20:23:39	35.50	20.40
667	2025-9-24	20:23:59	35.50	20.70
668	2025-9-24	20:24:19	35.60	20.50
669	2025-9-24	20:24:39	35.60	20.40
670	2025-9-24	20:24:59	35.60	20.00
671	2025-9-24	20:25:19	35.60	19.90
672	2025-9-24	20:25:39	35.70	19.90
673	2025-9-24	20:25:59	35.70	19.80
674	2025-9-24	20:26:19	35.70	19.80
675	2025-9-24	20:26:39	35.70	19.70
676	2025-9-24	20:26:59	35.60	20.00
677	2025-9-24	20:27:19	35.60	20.20
678	2025-9-24	20:27:39	35.60	20.70
679	2025-9-24	20:27:59	35.60	19.90
680	2025-9-24	20:28:19	35.60	19.70
681	2025-9-24	20:28:39	35.60	19.60
682	2025-9-24	20:28:59	35.50	20.30
683	2025-9-24	20:29:19	35.50	19.90
684	2025-9-24	20:29:39	35.50	20.20
685	2025-9-24	20:29:59	35.50	20.30
