Leitura,Horario,Temperatura(C),Umidade(%),Dispositivo
414,2025-10-26 14:53:42,37.4,23.0,Pico W_11f0bb
415,2025-10-26 14:54:05,37.4,23.1,Pico W_11f0bb
416,2025-10-26 14:54:27,37.3,23.9,Pico W_11f0bb
417,2025-10-26 14:54:49,37.2,22.9,Pico W_11f0bb
418,2025-10-26 14:55:12,37.3,22.7,Pico W_11f0bb
419,2025-10-26 14:55:34,37.2,23.6,Pico W_11f0bb
420,2025-10-26 14:55:56,37.5,23.1,Pico W_11f0bb
421,2025-10-26 14:56:19,38.0,22.9,Pico W_11f0bb
422,2025-10-26 14:56:41,38.2,22.7,Pico W_11f0bb
423,2025-10-26 14:57:03,37.8,22.9,Pico W_11f0bb
424,2025-10-26 14:57:26,37.6,23.1,Pico W_11f0bb
425,2025-10-26 14:57:48,37.9,22.8,Pico W_11f0bb
426,2025-10-26 14:58:10,37.9,22.1,Pico W_11f0bb
427,2025-10-26 14:58:33,38.1,22.1,Pico W_11f0bb
428,2025-10-26 14:58:55,38.4,22.5,Pico W_11f0bb
429,2025-10-26 14:59:18,38.7,22.3,Pico W_11f0bb
430,2025-10-26 14:59:40,38.8,22.0,Pico W_11f0bb
431,2025-10-26 15:00:02,39.0,22.0,Pico W_11f0bb
432,2025-10-26 15:00:25,38.8,21.8,Pico W_11f0bb
433,2025-10-26 15:00:47,39.1,22.4,Pico W_11f0bb
434,2025-10-26 15:01:09,39.2,22.0,Pico W_11f0bb
435,2025-10-26 15:01:32,39.6,21.6,Pico W_11f0bb
436,2025-10-26 15:01:54,40.0,21.0,Pico W_11f0bb
437,2025-10-26 15:02:16,40.2,21.9,Pico W_11f0bb
438,2025-10-26 15:02:39,40.2,21.1,Pico W_11f0bb
439,2025-10-26 15:03:01,40.1,21.4,Pico W_11f0bb
440,2025-10-26 15:03:23,40.1,21.4,Pico W_11f0bb
