Leitura,Horario,Temperatura(C),Umidade(%),Dispositivo
820,2025-10-24 11:34:27,34.9,24.4,Pico W_11f0bb
821,2025-10-24 11:34:49,35.4,23.5,Pico W_11f0bb
822,2025-10-24 11:35:12,35.2,24.5,Pico W_11f0bb
823,2025-10-24 11:35:34,34.9,22.9,Pico W_11f0bb
824,2025-10-24 11:35:56,34.7,23.7,Pico W_11f0bb
825,2025-10-24 11:36:19,34.8,24.5,Pico W_11f0bb
826,2025-10-24 11:36:41,35.3,23.6,Pico W_11f0bb
827,2025-10-24 11:37:03,35.6,24.6,Pico W_11f0bb
828,2025-10-24 11:37:26,35.9,24.7,Pico W_11f0bb
829,2025-10-24 11:37:48,35.9,26.5,Pico W_11f0bb
830,2025-10-24 11:38:10,36.3,22.6,Pico W_11f0bb
831,2025-10-24 11:38:33,36.7,21.1,Pico W_11f0bb
832,2025-10-24 11:38:55,37.1,20.8,Pico W_11f0bb
833,2025-10-24 11:39:17,37.4,21.7,Pico W_11f0bb
834,2025-10-24 11:39:40,37.8,21.0,Pico W_11f0bb
835,2025-10-24 11:40:02,37.8,23.4,Pico W_11f0bb
836,2025-10-24 11:40:24,37.6,23.8,Pico W_11f0bb
837,2025-10-24 11:40:47,37.3,26.0,Pico W_11f0bb
838,2025-10-24 11:41:09,37.5,24.0,Pico W_11f0bb
839,2025-10-24 11:41:31,37.7,23.7,Pico W_11f0bb
840,2025-10-24 11:41:54,37.6,23.1,Pico W_11f0bb
841,2025-10-24 11:42:16,37.8,22.2,Pico W_11f0bb
842,2025-10-24 11:42:38,37.7,22.6,Pico W_11f0bb
843,2025-10-24 11:43:01,37.4,24.2,Pico W_11f0bb
844,2025-10-24 11:43:23,37.0,23.3,Pico W_11f0bb
845,2025-10-24 11:43:45,36.9,23.4,Pico W_11f0bb
846,2025-10-24 11:44:08,36.6,23.8,Pico W_11f0bb
847,2025-10-24 11:44:30,36.2,23.2,Pico W_11f0bb
848,2025-10-24 11:44:52,36.4,23.0,Pico W_11f0bb
849,2025-10-24 11:45:15,36.6,24.0,Pico W_11f0bb
850,2025-10-24 11:45:37,36.8,23.8,Pico W_11f0bb
851,2025-10-24 11:45:59,36.9,24.2,Pico W_11f0bb
852,2025-10-24 11:46:22,37.1,23.4,Pico W_11f0bb
853,2025-10-24 11:46:44,37.5,23.2,Pico W_11f0bb
854,2025-10-24 11:47:06,37.1,23.3,Pico W_11f0bb
855,2025-10-24 11:47:29,37.1,22.6,Pico W_11f0bb
856,2025-10-24 11:47:51,37.4,21.9,Pico W_11f0bb
857,2025-10-24 11:48:13,37.5,22.0,Pico W_11f0bb
858,2025-10-24 11:48:36,37.8,21.9,Pico W_11f0bb
859,2025-10-24 11:48:58,38.0,19.9,Pico W_11f0bb
860,2025-10-24 11:49:20,38.1,19.7,Pico W_11f0bb
861,2025-10-24 11:49:43,38.4,21.4,Pico W_11f0bb
862,2025-10-24 11:50:05,38.2,23.5,Pico W_11f0bb
863,2025-10-24 11:50:27,38.3,22.0,Pico W_11f0bb
864,2025-10-24 11:50:50,37.7,22.6,Pico W_11f0bb
865,2025-10-24 11:51:12,37.5,23.8,Pico W_11f0bb
866,2025-10-24 11:51:34,37.6,21.7,Pico W_11f0bb
867,2025-10-24 11:51:57,37.9,21.6,Pico W_11f0bb
868,2025-10-24 11:52:19,38.2,23.1,Pico W_11f0bb
869,2025-10-24 11:52:41,38.0,22.1,Pico W_11f0bb
870,2025-10-24 11:53:04,37.7,21.5,Pico W_11f0bb
871,2025-10-24 11:53:26,37.1,22.5,Pico W_11f0bb
872,2025-10-24 11:53:48,37.0,23.2,Pico W_11f0bb
873,2025-10-24 11:54:11,36.4,23.1,Pico W_11f0bb
874,2025-10-24 11:54:33,35.2,23.5,Pico W_11f0bb
875,2025-10-24 11:54:55,34.1,23.9,Pico W_11f0bb
876,2025-10-24 11:55:18,34.0,24.1,Pico W_11f0bb
877,2025-10-24 11:55:40,34.5,24.7,Pico W_11f0bb
878,2025-10-24 11:56:02,35.0,25.5,Pico W_11f0bb
879,2025-10-24 11:56:25,35.4,25.8,Pico W_11f0bb
880,2025-10-24 11:56:47,35.6,24.0,Pico W_11f0bb
881,2025-10-24 11:57:09,35.4,24.4,Pico W_11f0bb
882,2025-10-24 11:57:32,35.6,24.9,Pico W_11f0bb
883,2025-10-24 11:57:54,36.0,24.0,Pico W_11f0bb
884,2025-10-24 11:58:16,36.4,22.8,Pico W_11f0bb
885,2025-10-24 11:58:39,37.0,22.4,Pico W_11f0bb
886,2025-10-24 11:59:01,37.4,21.9,Pico W_11f0bb
887,2025-10-24 11:59:23,37.5,22.3,Pico W_11f0bb
888,2025-10-24 11:59:46,37.1,23.2,Pico W_11f0bb
889,2025-10-24 12:00:08,36.9,24.4,Pico W_11f0bb
890,2025-10-24 12:00:30,36.9,24.2,Pico W_11f0bb
891,2025-10-24 12:00:53,37.0,24.1,Pico W_11f0bb
892,2025-10-24 12:01:15,36.6,24.2,Pico W_11f0bb
893,2025-10-24 12:01:37,36.6,22.6,Pico W_11f0bb
894,2025-10-24 12:02:00,36.6,25.1,Pico W_11f0bb
895,2025-10-24 12:02:22,36.4,25.3,Pico W_11f0bb
896,2025-10-24 12:02:44,36.4,23.4,Pico W_11f0bb
897,2025-10-24 12:03:07,36.2,22.9,Pico W_11f0bb
898,2025-10-24 12:03:29,35.7,21.8,Pico W_11f0bb
899,2025-10-24 12:03:51,35.8,22.5,Pico W_11f0bb
900,2025-10-24 12:04:14,36.3,22.3,Pico W_11f0bb
901,2025-10-24 12:04:36,36.7,21.7,Pico W_11f0bb
902,2025-10-24 12:04:58,37.2,21.5,Pico W_11f0bb
903,2025-10-24 12:05:21,37.7,22.4,Pico W_11f0bb
904,2025-10-24 12:05:43,38.1,22.0,Pico W_11f0bb
905,2025-10-24 12:06:06,37.9,22.1,Pico W_11f0bb
906,2025-10-24 12:06:28,37.2,21.2,Pico W_11f0bb
907,2025-10-24 12:06:50,36.8,21.6,Pico W_11f0bb
908,2025-10-24 12:07:13,36.8,21.9,Pico W_11f0bb
909,2025-10-24 12:07:35,36.8,22.1,Pico W_11f0bb
910,2025-10-24 12:07:57,36.1,22.5,Pico W_11f0bb
911,2025-10-24 12:08:20,35.4,24.2,Pico W_11f0bb
912,2025-10-24 12:08:42,35.4,26.4,Pico W_11f0bb
913,2025-10-24 12:09:04,35.8,24.7,Pico W_11f0bb
914,2025-10-24 12:09:27,36.2,23.6,Pico W_11f0bb
915,2025-10-24 12:09:49,36.8,22.4,Pico W_11f0bb
916,2025-10-24 12:10:11,37.1,22.2,Pico W_11f0bb
917,2025-10-24 12:10:34,37.0,23.2,Pico W_11f0bb
918,2025-10-24 12:10:56,37.3,24.6,Pico W_11f0bb
919,2025-10-24 12:11:18,37.2,24.1,Pico W_11f0bb
920,2025-10-24 12:11:41,36.9,24.2,Pico W_11f0bb
921,2025-10-24 12:12:03,36.7,24.0,Pico W_11f0bb
922,2025-10-24 12:12:25,36.6,24.7,Pico W_11f0bb
923,2025-10-24 12:12:48,36.7,26.3,Pico W_11f0bb
924,2025-10-24 12:13:10,36.5,25.2,Pico W_11f0bb
925,2025-10-24 12:13:32,36.5,25.8,Pico W_11f0bb
926,2025-10-24 12:13:55,36.6,25.4,Pico W_11f0bb
927,2025-10-24 12:14:17,36.8,24.1,Pico W_11f0bb
928,2025-10-24 12:14:39,37.1,23.9,Pico W_11f0bb
929,2025-10-24 12:15:02,37.3,24.0,Pico W_11f0bb
930,2025-10-24 12:15:24,37.0,24.2,Pico W_11f0bb
931,2025-10-24 12:15:46,37.0,25.5,Pico W_11f0bb
932,2025-10-24 12:16:09,37.1,23.7,Pico W_11f0bb
933,2025-10-24 12:16:31,37.4,22.6,Pico W_11f0bb
934,2025-10-24 12:16:53,37.7,24.3,Pico W_11f0bb
935,2025-10-24 12:17:16,37.9,23.5,Pico W_11f0bb
936,2025-10-24 12:17:38,38.2,24.2,Pico W_11f0bb
937,2025-10-24 12:18:00,38.0,23.0,Pico W_11f0bb
938,2025-10-24 12:18:23,37.9,23.5,Pico W_11f0bb
939,2025-10-24 12:18:45,37.1,22.9,Pico W_11f0bb
940,2025-10-24 12:19:07,36.5,24.7,Pico W_11f0bb
941,2025-10-24 12:19:30,36.1,25.1,Pico W_11f0bb
942,2025-10-24 12:19:52,35.6,24.2,Pico W_11f0bb
943,2025-10-24 12:20:14,34.6,24.3,Pico W_11f0bb
944,2025-10-24 12:20:37,33.6,24.7,Pico W_11f0bb
945,2025-10-24 12:20:59,33.0,26.0,Pico W_11f0bb
946,2025-10-24 12:21:21,33.0,27.3,Pico W_11f0bb
947,2025-10-24 12:21:44,33.1,28.5,Pico W_11f0bb
948,2025-10-24 12:22:06,33.4,26.2,Pico W_11f0bb
949,2025-10-24 12:22:28,33.1,26.5,Pico W_11f0bb
950,2025-10-24 12:22:51,33.5,26.8,Pico W_11f0bb
951,2025-10-24 12:23:13,34.0,26.8,Pico W_11f0bb
952,2025-10-24 12:23:35,34.3,26.1,Pico W_11f0bb
953,2025-10-24 12:23:58,34.4,25.4,Pico W_11f0bb
954,2025-10-24 12:24:20,34.1,25.4,Pico W_11f0bb
955,2025-10-24 12:24:42,34.1,27.4,Pico W_11f0bb
956,2025-10-24 12:25:05,34.4,26.8,Pico W_11f0bb
957,2025-10-24 12:25:27,34.7,27.3,Pico W_11f0bb
958,2025-10-24 12:25:49,35.1,26.8,Pico W_11f0bb
959,2025-10-24 12:26:12,35.5,26.4,Pico W_11f0bb
960,2025-10-24 12:26:34,35.8,25.2,Pico W_11f0bb
961,2025-10-24 12:26:56,35.7,25.4,Pico W_11f0bb
962,2025-10-24 12:27:19,35.8,24.9,Pico W_11f0bb
963,2025-10-24 12:27:41,35.9,24.9,Pico W_11f0bb
964,2025-10-24 12:28:03,36.2,23.8,Pico W_11f0bb
965,2025-10-24 12:28:26,36.5,23.4,Pico W_11f0bb
966,2025-10-24 12:28:48,36.9,25.6,Pico W_11f0bb
967,2025-10-24 12:29:10,36.7,24.5,Pico W_11f0bb
968,2025-10-24 12:29:33,36.3,25.6,Pico W_11f0bb
969,2025-10-24 12:29:55,35.5,24.6,Pico W_11f0bb
970,2025-10-24 12:30:17,35.2,26.0,Pico W_11f0bb
971,2025-10-24 12:30:40,35.2,25.3,Pico W_11f0bb
972,2025-10-24 12:31:02,34.6,24.5,Pico W_11f0bb
973,2025-10-24 12:31:24,34.1,26.6,Pico W_11f0bb
974,2025-10-24 12:31:47,34.4,26.7,Pico W_11f0bb
975,2025-10-24 12:32:09,34.7,25.0,Pico W_11f0bb
976,2025-10-24 12:32:31,35.1,25.2,Pico W_11f0bb
977,2025-10-24 12:32:54,35.2,25.4,Pico W_11f0bb
978,2025-10-24 12:33:16,35.0,24.7,Pico W_11f0bb
979,2025-10-24 12:33:38,34.6,25.2,Pico W_11f0bb
980,2025-10-24 12:34:01,34.2,24.4,Pico W_11f0bb
981,2025-10-24 12:34:23,33.5,24.8,Pico W_11f0bb
982,2025-10-24 12:34:45,33.2,25.0,Pico W_11f0bb
983,2025-10-24 12:35:08,33.4,26.2,Pico W_11f0bb
984,2025-10-24 12:35:30,33.6,25.2,Pico W_11f0bb
985,2025-10-24 12:35:52,33.7,25.4,Pico W_11f0bb
986,2025-10-24 12:36:15,33.7,25.2,Pico W_11f0bb
987,2025-10-24 12:36:37,33.3,25.2,Pico W_11f0bb
988,2025-10-24 12:36:59,33.0,25.3,Pico W_11f0bb
989,2025-10-24 12:37:22,33.3,25.0,Pico W_11f0bb
990,2025-10-24 12:37:44,33.3,25.2,Pico W_11f0bb
991,2025-10-24 12:38:06,33.4,27.5,Pico W_11f0bb
992,2025-10-24 12:38:29,33.6,26.2,Pico W_11f0bb
993,2025-10-24 12:38:51,33.2,25.3,Pico W_11f0bb
994,2025-10-24 12:39:13,32.8,25.3,Pico W_11f0bb
995,2025-10-24 12:39:36,32.8,28.0,Pico W_11f0bb
996,2025-10-24 12:39:58,33.3,27.3,Pico W_11f0bb
997,2025-10-24 12:40:20,33.7,26.8,Pico W_11f0bb
998,2025-10-24 12:40:43,34.3,25.5,Pico W_11f0bb
999,2025-10-24 12:41:05,34.9,24.9,Pico W_11f0bb
1000,2025-10-24 12:41:27,35.3,25.1,Pico W_11f0bb
1001,2025-10-24 12:41:50,35.2,25.3,Pico W_11f0bb
1002,2025-10-24 12:42:12,35.1,25.7,Pico W_11f0bb
1003,2025-10-24 12:42:34,35.1,25.6,Pico W_11f0bb
1004,2025-10-24 12:42:57,35.4,24.4,Pico W_11f0bb
1005,2025-10-24 12:43:19,35.6,23.7,Pico W_11f0bb
1006,2025-10-24 12:43:42,35.8,24.7,Pico W_11f0bb
1007,2025-10-24 12:44:04,36.1,23.6,Pico W_11f0bb
1008,2025-10-24 12:44:26,36.4,22.8,Pico W_11f0bb
1009,2025-10-24 12:44:49,36.6,23.3,Pico W_11f0bb
1010,2025-10-24 12:45:11,36.9,23.3,Pico W_11f0bb
1011,2025-10-24 12:45:33,36.8,23.4,Pico W_11f0bb
1012,2025-10-24 12:45:56,37.0,23.8,Pico W_11f0bb
1013,2025-10-24 12:46:18,37.2,23.9,Pico W_11f0bb
1014,2025-10-24 12:46:40,37.2,23.6,Pico W_11f0bb
1015,2025-10-24 12:47:03,36.8,22.9,Pico W_11f0bb
1016,2025-10-24 12:47:25,36.8,23.3,Pico W_11f0bb
1017,2025-10-24 12:47:47,37.0,22.9,Pico W_11f0bb
1018,2025-10-24 12:48:10,37.4,22.6,Pico W_11f0bb
1019,2025-10-24 12:48:32,37.5,22.8,Pico W_11f0bb
1020,2025-10-24 12:48:54,37.5,24.1,Pico W_11f0bb
1021,2025-10-24 12:49:17,37.4,23.5,Pico W_11f0bb
1022,2025-10-24 12:49:39,37.3,22.7,Pico W_11f0bb
1023,2025-10-24 12:50:01,37.0,23.5,Pico W_11f0bb
1024,2025-10-24 12:50:24,36.1,23.4,Pico W_11f0bb
1025,2025-10-24 12:50:46,35.9,24.8,Pico W_11f0bb
1026,2025-10-24 12:51:08,36.0,23.8,Pico W_11f0bb
1027,2025-10-24 12:51:31,36.3,23.3,Pico W_11f0bb
1028,2025-10-24 12:51:53,36.7,22.9,Pico W_11f0bb
1029,2025-10-24 12:52:15,36.1,24.5,Pico W_11f0bb
1030,2025-10-24 12:52:38,35.8,23.7,Pico W_11f0bb
1031,2025-10-24 12:53:00,35.5,24.5,Pico W_11f0bb
1032,2025-10-24 12:53:22,35.5,26.6,Pico W_11f0bb
1033,2025-10-24 12:53:45,35.7,23.7,Pico W_11f0bb
1034,2025-10-24 12:54:07,35.9,23.9,Pico W_11f0bb
1035,2025-10-24 12:54:29,35.7,24.9,Pico W_11f0bb
1036,2025-10-24 12:54:52,35.8,25.3,Pico W_11f0bb
1037,2025-10-24 12:55:14,35.8,25.2,Pico W_11f0bb
1038,2025-10-24 12:55:36,35.5,24.1,Pico W_11f0bb
1039,2025-10-24 12:55:59,35.1,23.1,Pico W_11f0bb
1040,2025-10-24 12:56:21,34.9,24.5,Pico W_11f0bb
1041,2025-10-24 12:56:43,34.8,24.3,Pico W_11f0bb
1042,2025-10-24 12:57:06,35.1,25.9,Pico W_11f0bb
1043,2025-10-24 12:57:28,35.1,26.9,Pico W_11f0bb
1044,2025-10-24 12:57:50,34.9,26.9,Pico W_11f0bb
1045,2025-10-24 12:58:13,34.6,24.3,Pico W_11f0bb
1046,2025-10-24 12:58:35,34.6,24.7,Pico W_11f0bb
1047,2025-10-24 12:58:57,35.0,23.6,Pico W_11f0bb
1048,2025-10-24 12:59:20,34.5,23.2,Pico W_11f0bb
1049,2025-10-24 12:59:42,34.1,24.4,Pico W_11f0bb
1050,2025-10-24 13:00:04,33.6,24.9,Pico W_11f0bb
1051,2025-10-24 13:00:27,33.6,26.1,Pico W_11f0bb
1052,2025-10-24 13:00:49,33.6,25.5,Pico W_11f0bb
1053,2025-10-24 13:01:11,33.7,25.9,Pico W_11f0bb
1054,2025-10-24 13:01:34,33.9,26.5,Pico W_11f0bb
1055,2025-10-24 13:01:56,34.3,26.1,Pico W_11f0bb
1056,2025-10-24 13:02:18,34.5,25.2,Pico W_11f0bb
1057,2025-10-24 13:02:41,34.3,26.1,Pico W_11f0bb
1058,2025-10-24 13:03:03,34.3,25.3,Pico W_11f0bb
1059,2025-10-24 13:03:25,34.6,26.1,Pico W_11f0bb
1060,2025-10-24 13:03:48,35.0,25.5,Pico W_11f0bb
1061,2025-10-24 13:04:10,35.1,27.1,Pico W_11f0bb
1062,2025-10-24 13:04:32,35.5,24.6,Pico W_11f0bb
1063,2025-10-24 13:04:55,35.9,23.9,Pico W_11f0bb
1064,2025-10-24 13:05:17,36.3,24.3,Pico W_11f0bb
1065,2025-10-24 13:05:39,36.5,23.1,Pico W_11f0bb
1066,2025-10-24 13:06:02,36.3,22.7,Pico W_11f0bb
1067,2025-10-24 13:06:24,36.2,23.2,Pico W_11f0bb
1068,2025-10-24 13:06:46,35.8,24.5,Pico W_11f0bb
1069,2025-10-24 13:07:09,35.8,26.0,Pico W_11f0bb
1070,2025-10-24 13:07:31,36.0,25.4,Pico W_11f0bb
1071,2025-10-24 13:07:53,36.3,24.9,Pico W_11f0bb
1072,2025-10-24 13:08:16,36.6,24.2,Pico W_11f0bb
1073,2025-10-24 13:08:38,36.7,25.4,Pico W_11f0bb
1074,2025-10-24 13:09:00,36.8,23.0,Pico W_11f0bb
1075,2025-10-24 13:09:23,37.0,22.7,Pico W_11f0bb
1076,2025-10-24 13:09:45,37.1,22.2,Pico W_11f0bb
1077,2025-10-24 13:10:07,37.0,22.2,Pico W_11f0bb
1078,2025-10-24 13:10:30,36.7,22.6,Pico W_11f0bb
1079,2025-10-24 13:10:52,36.3,24.2,Pico W_11f0bb
1080,2025-10-24 13:11:14,36.3,23.8,Pico W_11f0bb
1081,2025-10-24 13:11:37,35.8,24.7,Pico W_11f0bb
1082,2025-10-24 13:11:59,35.8,24.5,Pico W_11f0bb
1083,2025-10-24 13:12:21,36.2,23.9,Pico W_11f0bb
1084,2025-10-24 13:12:44,36.7,22.8,Pico W_11f0bb
1085,2025-10-24 13:13:06,37.0,23.3,Pico W_11f0bb
1086,2025-10-24 13:13:28,36.8,22.8,Pico W_11f0bb
1087,2025-10-24 13:13:51,36.5,23.1,Pico W_11f0bb
1088,2025-10-24 13:14:13,36.6,22.6,Pico W_11f0bb
1089,2025-10-24 13:14:35,36.7,22.5,Pico W_11f0bb
1090,2025-10-24 13:14:58,37.0,23.3,Pico W_11f0bb
1091,2025-10-24 13:15:20,37.2,21.9,Pico W_11f0bb
1092,2025-10-24 13:15:42,36.4,22.6,Pico W_11f0bb
1093,2025-10-24 13:16:05,35.6,23.4,Pico W_11f0bb
1094,2025-10-24 13:16:27,35.1,23.0,Pico W_11f0bb
1095,2025-10-24 13:16:49,34.4,22.7,Pico W_11f0bb
1096,2025-10-24 13:17:12,34.3,23.2,Pico W_11f0bb
1097,2025-10-24 13:17:34,34.3,23.7,Pico W_11f0bb
1098,2025-10-24 13:17:56,34.0,23.8,Pico W_11f0bb
1099,2025-10-24 13:18:19,34.1,24.1,Pico W_11f0bb
1100,2025-10-24 13:18:41,34.2,24.2,Pico W_11f0bb
1101,2025-10-24 13:19:03,33.9,24.0,Pico W_11f0bb
1102,2025-10-24 13:19:26,33.7,25.0,Pico W_11f0bb
1103,2025-10-24 13:19:48,33.7,24.8,Pico W_11f0bb
1104,2025-10-24 13:20:10,33.5,24.3,Pico W_11f0bb
1105,2025-10-24 13:20:33,33.5,24.3,Pico W_11f0bb
1106,2025-10-24 13:20:55,33.6,24.2,Pico W_11f0bb
1107,2025-10-24 13:21:17,33.7,24.0,Pico W_11f0bb
1108,2025-10-24 13:21:40,34.3,23.7,Pico W_11f0bb
1109,2025-10-24 13:22:02,34.9,23.2,Pico W_11f0bb
1110,2025-10-24 13:22:24,35.4,23.1,Pico W_11f0bb
1111,2025-10-24 13:22:47,35.8,22.7,Pico W_11f0bb
1112,2025-10-24 13:23:09,36.2,22.5,Pico W_11f0bb
1113,2025-10-24 13:23:31,36.7,22.3,Pico W_11f0bb
1114,2025-10-24 13:23:54,37.1,22.1,Pico W_11f0bb
1115,2025-10-24 13:24:16,37.1,21.9,Pico W_11f0bb
1116,2025-10-24 13:24:39,36.8,21.8,Pico W_11f0bb
1117,2025-10-24 13:25:01,36.2,22.1,Pico W_11f0bb
1118,2025-10-24 13:25:23,35.5,22.6,Pico W_11f0bb
1119,2025-10-24 13:25:46,35.2,23.0,Pico W_11f0bb
1120,2025-10-24 13:26:08,34.7,23.9,Pico W_11f0bb
1121,2025-10-24 13:26:30,34.5,24.4,Pico W_11f0bb
1122,2025-10-24 13:26:53,34.8,25.5,Pico W_11f0bb
1123,2025-10-24 13:27:15,34.9,24.2,Pico W_11f0bb
1124,2025-10-24 13:27:37,34.5,23.3,Pico W_11f0bb
1125,2025-10-24 13:28:00,33.9,24.7,Pico W_11f0bb
1126,2025-10-24 13:28:22,33.9,24.9,Pico W_11f0bb
1127,2025-10-24 13:28:44,33.9,24.8,Pico W_11f0bb
1128,2025-10-24 13:29:07,34.2,24.8,Pico W_11f0bb
1129,2025-10-24 13:29:29,34.1,24.2,Pico W_11f0bb
1130,2025-10-24 13:29:51,33.9,24.3,Pico W_11f0bb
1131,2025-10-24 13:30:14,33.3,24.2,Pico W_11f0bb
1132,2025-10-24 13:30:36,33.2,24.3,Pico W_11f0bb
1133,2025-10-24 13:30:58,33.1,24.3,Pico W_11f0bb
1134,2025-10-24 13:31:21,33.0,24.4,Pico W_11f0bb
1135,2025-10-24 13:31:43,33.1,24.3,Pico W_11f0bb
1136,2025-10-24 13:32:05,32.9,24.0,Pico W_11f0bb
1137,2025-10-24 13:32:28,32.8,25.6,Pico W_11f0bb
1138,2025-10-24 13:32:50,32.8,25.1,Pico W_11f0bb
1139,2025-10-24 13:33:12,32.7,24.8,Pico W_11f0bb
1140,2025-10-24 13:33:35,32.8,24.9,Pico W_11f0bb
1141,2025-10-24 13:33:57,32.9,25.4,Pico W_11f0bb
1142,2025-10-24 13:34:19,33.1,26.3,Pico W_11f0bb
1143,2025-10-24 13:34:42,33.6,25.4,Pico W_11f0bb
1144,2025-10-24 13:35:04,34.0,25.3,Pico W_11f0bb
1145,2025-10-24 13:35:26,34.4,24.4,Pico W_11f0bb
1146,2025-10-24 13:35:49,34.4,24.7,Pico W_11f0bb
1147,2025-10-24 13:36:11,33.9,24.2,Pico W_11f0bb
1148,2025-10-24 13:36:33,33.9,24.8,Pico W_11f0bb
1149,2025-10-24 13:36:56,34.2,26.4,Pico W_11f0bb
1150,2025-10-24 13:37:18,34.2,24.9,Pico W_11f0bb
1151,2025-10-24 13:37:40,33.7,24.0,Pico W_11f0bb
1152,2025-10-24 13:38:03,33.5,25.1,Pico W_11f0bb
1153,2025-10-24 13:38:25,33.5,26.4,Pico W_11f0bb
1154,2025-10-24 13:38:47,33.1,24.8,Pico W_11f0bb
1155,2025-10-24 13:39:10,33.0,24.8,Pico W_11f0bb
1156,2025-10-24 13:39:32,32.8,25.8,Pico W_11f0bb
1157,2025-10-24 13:39:54,32.9,25.5,Pico W_11f0bb
1158,2025-10-24 13:40:17,32.9,25.4,Pico W_11f0bb
1159,2025-10-24 13:40:39,32.7,25.3,Pico W_11f0bb
1160,2025-10-24 13:41:01,32.5,25.1,Pico W_11f0bb
1161,2025-10-24 13:41:24,32.2,25.2,Pico W_11f0bb
1162,2025-10-24 13:41:46,32.2,25.5,Pico W_11f0bb
1163,2025-10-24 13:42:08,32.3,25.9,Pico W_11f0bb
1164,2025-10-24 13:42:31,32.4,27.1,Pico W_11f0bb
1165,2025-10-24 13:42:53,32.9,26.0,Pico W_11f0bb
1166,2025-10-24 13:43:15,33.1,26.1,Pico W_11f0bb
1167,2025-10-24 13:43:38,33.4,25.7,Pico W_11f0bb
1168,2025-10-24 13:44:00,33.3,25.1,Pico W_11f0bb
1169,2025-10-24 13:44:22,33.2,25.1,Pico W_11f0bb
1170,2025-10-24 13:44:45,33.1,24.7,Pico W_11f0bb
1171,2025-10-24 13:45:07,33.0,25.3,Pico W_11f0bb
1172,2025-10-24 13:45:29,33.2,27.4,Pico W_11f0bb
1173,2025-10-24 13:45:52,33.5,25.7,Pico W_11f0bb
1174,2025-10-24 13:46:14,33.5,27.4,Pico W_11f0bb
1175,2025-10-24 13:46:36,33.8,26.0,Pico W_11f0bb
1176,2025-10-24 13:46:59,33.9,25.4,Pico W_11f0bb
1177,2025-10-24 13:47:21,34.1,24.2,Pico W_11f0bb
1178,2025-10-24 13:47:43,34.5,24.8,Pico W_11f0bb
1179,2025-10-24 13:48:06,34.8,25.0,Pico W_11f0bb
1180,2025-10-24 13:48:28,35.2,24.8,Pico W_11f0bb
1181,2025-10-24 13:48:50,35.6,23.4,Pico W_11f0bb
1182,2025-10-24 13:49:13,36.0,22.9,Pico W_11f0bb
1183,2025-10-24 13:49:35,36.1,24.3,Pico W_11f0bb
1184,2025-10-24 13:49:57,35.8,23.6,Pico W_11f0bb
1185,2025-10-24 13:50:20,35.1,22.8,Pico W_11f0bb
1186,2025-10-24 13:50:42,34.7,24.2,Pico W_11f0bb
1187,2025-10-24 13:51:04,34.5,24.0,Pico W_11f0bb
1188,2025-10-24 13:51:27,34.5,26.5,Pico W_11f0bb
1189,2025-10-24 13:51:49,34.7,25.2,Pico W_11f0bb
1190,2025-10-24 13:52:11,34.5,24.9,Pico W_11f0bb
1191,2025-10-24 13:52:34,34.4,25.4,Pico W_11f0bb
1192,2025-10-24 13:52:56,34.3,24.4,Pico W_11f0bb
1193,2025-10-24 13:53:18,34.1,26.3,Pico W_11f0bb
1194,2025-10-24 13:53:41,34.3,25.5,Pico W_11f0bb
1195,2025-10-24 13:54:03,34.6,23.8,Pico W_11f0bb
1196,2025-10-24 13:54:25,34.9,25.8,Pico W_11f0bb
1197,2025-10-24 13:54:48,35.1,25.0,Pico W_11f0bb
1198,2025-10-24 13:55:10,34.6,23.7,Pico W_11f0bb
1199,2025-10-24 13:55:32,34.1,23.8,Pico W_11f0bb
1200,2025-10-24 13:55:55,33.5,25.6,Pico W_11f0bb
1201,2025-10-24 13:56:17,33.4,26.1,Pico W_11f0bb
1202,2025-10-24 13:56:39,33.4,26.1,Pico W_11f0bb
1203,2025-10-24 13:57:02,33.2,25.1,Pico W_11f0bb
1204,2025-10-24 13:57:24,32.8,25.4,Pico W_11f0bb
1205,2025-10-24 13:57:46,32.7,25.5,Pico W_11f0bb
1206,2025-10-24 13:58:09,32.9,26.7,Pico W_11f0bb
1207,2025-10-24 13:58:31,33.0,26.0,Pico W_11f0bb
1208,2025-10-24 13:58:53,33.0,26.3,Pico W_11f0bb
1209,2025-10-24 13:59:16,33.1,25.2,Pico W_11f0bb
1210,2025-10-24 13:59:38,33.2,25.4,Pico W_11f0bb
1211,2025-10-24 14:00:00,33.0,25.2,Pico W_11f0bb
1212,2025-10-24 14:00:23,32.8,25.6,Pico W_11f0bb
1213,2025-10-24 14:00:45,32.9,24.8,Pico W_11f0bb
1214,2025-10-24 14:01:08,32.9,25.5,Pico W_11f0bb
1215,2025-10-24 14:01:30,33.2,26.1,Pico W_11f0bb
1216,2025-10-24 14:01:52,33.4,25.1,Pico W_11f0bb
1217,2025-10-24 14:02:15,33.7,24.3,Pico W_11f0bb
1218,2025-10-24 14:02:37,34.1,23.8,Pico W_11f0bb
1219,2025-10-24 14:02:59,34.0,23.2,Pico W_11f0bb
1220,2025-10-24 14:03:22,33.8,23.1,Pico W_11f0bb
1221,2025-10-24 14:03:44,34.0,24.1,Pico W_11f0bb
1222,2025-10-24 14:04:06,33.9,23.8,Pico W_11f0bb
1223,2025-10-24 14:04:29,33.9,25.1,Pico W_11f0bb
