Data;Hora (UTC);Temp. Ins. (C);Vizinhos_Usados_Temp (0-3);Umi. Ins. (%);Vizinhos_Usados_Umi (0-3);Salto Temp. Ins. (C);Salto Umi. Ins. (%);Cabreuva Temp. Ins. (C);Cabreuva Umi. Ins. (%)
24/08/2025;1700;27,35;3.0;45,28;3.0;27,1;42,7;25,9;55,9
24/08/2025;1800;27,18;3.0;45,97;3.0;27,6;41,4;25,1;56,8
24/08/2025;1900;26,2;3.0;50,0;3.0;26,5;44,2;24,1;63,1
24/08/2025;2000;23,81;3.0;56,21;3.0;23,2;52,8;22,0;67,4
24/08/2025;2100;21,8;3.0;61,8;3.0;20,7;60,0;20,0;73,6
24/08/2025;2200;19,9;3.0;66,94;3.0;18,8;66,1;18,4;77,0
24/08/2025;2300;18,59;3.0;71,29;3.0;17,9;69,5;17,5;80,6
25/03/2025;0000;24,68;3.0;75,62;3.0;23,0;80,5;23,9;82,6
25/03/2025;0100;23,63;3.0;79,45;3.0;22,2;83,6;23,5;80,5
25/03/2025;0200;23,32;3.0;79,51;3.0;21,8;83,9;23,6;77,8
25/03/2025;0300;22,81;3.0;81,08;3.0;21,6;82,6;22,6;83,4
25/03/2025;0400;22,15;3.0;83,41;3.0;21,3;84,0;21,3;87,4
25/03/2025;0500;21,72;3.0;85,18;3.0;20,9;86,0;20,8;88,7
25/03/2025;0600;21,55;2.0;87,55;2.0;;;20,5;89,6
25/03/2025;0700;21,09;2.0;88,63;2.0;;;20,1;90,3
25/03/2025;0800;20,29;3.0;90,44;3.0;19,3;92,3;19,8;90,9
25/03/2025;0900;20,01;3.0;91,96;3.0;19,1;94,0;19,5;91,1
25/03/2025;1000;20,07;3.0;92,01;3.0;18,9;95,4;19,9;90,7
25/03/2025;1100;22,64;3.0;81,13;3.0;20,6;90,7;24,8;69,1
25/03/2025;1200;25,54;3.0;71,49;3.0;24,4;74,1;27,1;70,1
25/03/2025;1300;27,16;3.0;67,06;3.0;26,2;68,7;27,9;68,1
25/03/2025;1400;28,5;3.0;61,77;3.0;27,4;63,6;29,3;60,5
25/08/2025;0000;17,67;3.0;74,65;3.0;17,2;72,8;16,8;83,3
25/08/2025;0100;16,88;3.0;76,17;3.0;16,5;74,6;16,1;84,6
25/08/2025;0200;16,31;3.0;77,17;3.0;15,9;76,0;15,6;85,5
25/08/2025;0300;15,99;3.0;78,11;3.0;15,4;78,3;15,6;84,8
25/08/2025;0400;15,65;3.0;79,35;3.0;15,2;78,9;15,2;86,1
25/08/2025;0500;15,66;3.0;79,37;3.0;15,0;80,7;15,6;83,5
25/08/2025;0600;15,51;3.0;80,38;3.0;14,9;81,2;15,5;85,4
25/08/2025;0700;15,09;3.0;82,0;3.0;14,4;83,4;14,8;87,6
25/08/2025;0800;14,93;3.0;83,34;3.0;14,0;85,8;14,8;87,1
25/08/2025;0900;14,34;3.0;85,69;3.0;13,7;86,0;14,4;88,8
25/08/2025;1000;13,97;3.0;87,17;3.0;13,7;86,9;14,2;90,0
25/08/2025;1100;14,99;3.0;83,65;3.0;14,7;84,4;16,1;82,0
25/08/2025;1200;16,8;3.0;77,7;3.0;15,7;81,2;18,1;76,9
25/08/2025;1300;19,29;3.0;67,74;3.0;18,7;69,4;20,2;66,6
25/08/2025;1400;22,57;3.0;57,25;3.0;21,7;58,8;24,7;52,8
25/08/2025;1500;25,1;3.0;48,58;3.0;24,6;47,5;26,6;47,2
25/08/2025;1600;27,48;3.0;41,16;3.0;26,6;39,7;28,5;41,6
25/08/2025;1700;29,08;3.0;36,73;3.0;27,9;36,0;29,6;39,8
25/08/2025;1800;30,16;3.0;32,59;3.0;29,1;31,6;30,2;36,7
25/08/2025;1900;30,01;3.0;32,52;3.0;29,5;29,3;29,4;38,3
25/08/2025;2000;29,74;3.0;33,12;3.0;29,2;30,5;28,9;39,6
25/08/2025;2100;28,26;3.0;39,79;3.0;27,2;34,7;27,8;54,6
25/08/2025;2200;25,12;3.0;51,16;3.0;24,8;46,6;24,0;66,7
25/08/2025;2300;22,2;3.0;61,27;3.0;21,3;65,0;21,5;68,5
25/10/2025;0600;16,87;3.0;67,37;3.0;16,3;68,6;16,6;66,7
26/08/2025;0000;19,41;3.0;67,22;3.0;18,3;68,5;19,1;71,0
26/08/2025;0100;18,02;3.0;70,19;3.0;16,7;70,6;18,6;67,3
26/08/2025;0200;17,58;2.0;71,68;2.0;;;17,7;72,8
26/08/2025;0300;16,6;3.0;73,38;3.0;15,7;72,8;17,2;74,6
26/08/2025;0400;16,59;3.0;72,41;3.0;15,4;74,1;18,1;68,4
26/08/2025;0500;16,61;3.0;73,05;3.0;15,4;73,7;18,5;69,7
26/08/2025;0600;16,39;3.0;73,89;3.0;15,1;75,4;18,5;68,9
26/08/2025;0700;16,52;3.0;73,53;3.0;14,8;76,6;19,3;65,7
26/08/2025;0800;16,82;3.0;72,6;3.0;15,2;75,7;19,5;65,2
26/08/2025;0900;16,83;3.0;74,33;3.0;14,9;77,2;19,0;72,6
26/08/2025;1000;16,53;3.0;76,4;3.0;15,1;77,4;18,2;77,5
26/08/2025;1100;17,23;3.0;74,17;3.0;16,4;74,9;18,6;72,9
26/08/2025;1200;19,72;3.0;67,49;3.0;18,1;71,3;22,7;60,3
26/08/2025;1300;22,18;3.0;58,62;3.0;21,4;61,2;24,1;52,1
26/08/2025;1400;24,85;3.0;50,88;3.0;24,1;50,5;26,2;50,1
26/08/2025;1500;25,96;3.0;47,57;3.0;25,5;47,2;26,7;48,4
27/05/2025;1400;24,3;1.0;59,6;1.0;;;24,3;59,6
27/05/2025;1500;25,7;1.0;56,6;1.0;;;25,7;56,6
27/05/2025;1600;26,4;1.0;52,5;1.0;;;26,4;52,5
27/05/2025;1700;25,6;1.0;55,5;1.0;;;25,6;55,5
27/05/2025;1800;25,6;1.0;56,9;1.0;;;25,6;56,9
27/05/2025;1900;25,4;1.0;55,5;1.0;;;25,4;55,5
30/01/2025;1400;25,6;1.0;73,4;1.0;;;;
30/01/2025;1500;26,1;1.0;73,8;1.0;;;;
30/01/2025;1600;28,6;1.0;62,6;1.0;;;;
30/01/2025;1700;28,4;1.0;66,7;1.0;;;;
30/01/2025;1800;29,2;1.0;61,5;1.0;;;;
30/01/2025;1900;27,6;1.0;68,1;1.0;;;;
